character_id,name,epoch,civilization,region,active_year_start,active_year_end,primary_domain,historical_role,associated_event_id,power_index,network_centrality,legitimacy,rationality,charisma,ideological_extremity,momentum,duration_of_influence_months,actor_volatility,trigger_force,token_impact_score_tis,tim_foundation,tim_dynamics,tim_chaos,mule_clause_risk
CHR-EAR-0016,Polymath Eleanor of Safavid Empire,early_modern,Ottoman Empire,Southeast Europe / Near East,1544,1581,Scientific,disruptor,EVT-EAR-0016,0.6816,0.7171,0.3712,0.4965,0.8261,0.8903,0.9166,46,0.6969,0.7756,0.761,1.24,1.25,1.25,true
CHR-EAR-0017,Consul Franklin of Safavid Empire,early_modern,Dutch Republic,Northwestern Europe,1696,1705,Political,catalyst,EVT-EAR-0017,0.5689,0.7532,0.6164,0.5885,0.9045,0.6602,0.8975,18,0.5358,0.7004,0.6835,1.1078,1.2133,1.1605,false
CHR-EAR-0018,Chronicler Sargon of Portuguese Empire,early_modern,Mughal Empire,South Asia,1742,1764,Cultural,disruptor,EVT-EAR-0018,0.9124,0.8449,0.4497,0.5084,0.8712,0.7839,0.7218,35,0.6378,0.8361,0.791,1.25,1.25,1.25,true
CHR-EAR-0019,Strategos Hamilton of Mughal Empire,early_modern,Dutch Republic,Northwestern Europe,1511,1525,Military,catalyst,EVT-EAR-0019,0.8061,0.8631,0.648,0.6954,0.8123,0.739,0.9039,49,0.5218,0.8452,0.7497,1.1287,1.2361,1.1824,false
CHR-EAR-0020,Centurion Enheduanna of Ottoman Empire,early_modern,Kingdom of France (Bourbon),Western Europe,1503,1546,Military,catalyst,EVT-EAR-0020,0.7233,0.7676,0.6936,0.7652,0.8935,0.7644,0.7176,21,0.4996,0.7211,0.6947,1.1113,1.2172,1.1642,false
CHR-EAR-0021,Vizier Nizam of Spanish Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1691,1714,Political,stabilizer,EVT-EAR-0021,0.6658,0.7778,0.9037,0.7513,0.5521,0.2485,0.5298,58,0.2486,0.6114,0.5047,0.8212,0.8512,0.7611,false
CHR-EAR-0022,Syndic Chen of Ottoman Empire,early_modern,Mughal Empire,South Asia,1752,1788,Economic,catalyst,EVT-EAR-0022,0.5773,0.8146,0.4866,0.656,0.7674,0.6252,0.8621,34,0.4846,0.6912,0.6733,1.1046,1.2098,1.1572,false
CHR-EAR-0023,Senator Adams of Spanish Empire,early_modern,Tsardom & Russian Empire,Northern Eurasia,1583,1606,Political,architect,EVT-EAR-0023,0.7662,0.7105,0.828,0.7867,0.6343,0.2546,0.5634,116,0.234,0.6851,0.5438,0.8308,0.8612,0.77,false
CHR-EAR-0024,Chronicler Harun of Dutch Republic,early_modern,Safavid Empire,Persia,1539,1554,Cultural,catalyst,EVT-EAR-0024,0.7222,0.8287,0.7216,0.577,0.8032,0.577,0.8017,52,0.5,0.754,0.6811,1.1071,1.2125,1.1598,false
CHR-EAR-0025,Philosopher Naram-Sin of Ming & Qing Dynasties,early_modern,Ottoman Empire,Southeast Europe / Near East,1518,1552,Cultural,disruptor,EVT-EAR-0025,0.6015,0.6406,0.3503,0.3643,0.725,0.7163,0.9469,7,0.676,0.7396,0.7014,1.2195,1.25,1.25,false
CHR-EAR-0026,Prefect Madison of Tsardom & Russian Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1764,1796,Political,catalyst,EVT-EAR-0026,0.7575,0.7208,0.4679,0.5543,0.805,0.576,0.9119,17,0.5109,0.8193,0.7169,1.1183,1.2248,1.1716,false
CHR-EAR-0027,Marshal Franklin of Spanish Empire,early_modern,British Empire (Early),British Isles / Global,1672,1707,Military,catalyst,EVT-EAR-0027,0.6045,0.8149,0.5177,0.7749,0.8541,0.59,0.8059,44,0.4075,0.685,0.6703,1.1037,1.2088,1.1562,false
CHR-EAR-0028,Syndic Otto of Tokugawa Shogunate,early_modern,Ming & Qing Dynasties,East Asia,1736,1744,Economic,catalyst,EVT-EAR-0028,0.7878,0.8111,0.506,0.6459,0.7675,0.4966,0.8368,34,0.4254,0.8074,0.7009,1.1133,1.2193,1.1663,false
CHR-EAR-0029,Guild Master Telepinu of Spanish Empire,early_modern,British Empire (Early),British Isles / Global,1779,1800,Economic,wildcard,EVT-EAR-0029,0.5318,0.4573,0.5362,0.4989,0.2454,0.5613,0.7904,8,0.5312,0.6352,0.5125,1.0038,1.054,1.1041,false
CHR-EAR-0030,Metallurgist Sargon of Ottoman Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1755,1783,Scientific,stabilizer,EVT-EAR-0030,0.8185,0.6416,0.8499,0.8353,0.6197,0.1404,0.6676,119,0.1525,0.7581,0.5383,0.8294,0.8598,0.7687,false
CHR-EAR-0031,Astronomer Samsi-Adad of Tsardom & Russian Empire,early_modern,Safavid Empire,Persia,1701,1712,Scientific,stabilizer,EVT-EAR-0031,0.6499,0.7807,0.7484,0.7699,0.5824,0.1942,0.4452,91,0.2121,0.568,0.4995,0.8199,0.8499,0.7599,false
CHR-EAR-0032,Senator Belisarius of Dutch Republic,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1677,1682,Political,stabilizer,EVT-EAR-0032,0.6447,0.747,0.7813,0.7725,0.5548,0.2116,0.5296,223,0.2195,0.5986,0.5009,0.8202,0.8502,0.7602,false
CHR-EAR-0033,Hierophant Thutmose of British Empire (Early),early_modern,Ming & Qing Dynasties,East Asia,1718,1758,Religious,disruptor,EVT-EAR-0033,0.7173,0.836,0.4532,0.5063,0.8899,0.923,0.8959,33,0.7083,0.7887,0.7904,1.25,1.25,1.25,true
CHR-EAR-0034,Prefect Samsi-Adad of Ming & Qing Dynasties,early_modern,Tokugawa Shogunate,Japan,1774,1787,Political,disruptor,EVT-EAR-0034,0.6103,0.7081,0.5077,0.3977,0.9224,0.9499,0.8324,19,0.7761,0.6991,0.7438,1.2341,1.25,1.25,false
CHR-EAR-0035,General Dara of Spanish Empire,early_modern,Ming & Qing Dynasties,East Asia,1665,1707,Military,disruptor,EVT-EAR-0035,0.6322,0.5234,0.3414,0.6371,0.7965,0.776,0.8637,47,0.5694,0.7248,0.686,1.2142,1.25,1.25,false
CHR-EAR-0036,Pontiff Li of Kingdom of France (Bourbon),early_modern,Ming & Qing Dynasties,East Asia,1590,1628,Religious,wildcard,EVT-EAR-0036,0.8459,0.367,0.1818,0.7795,0.4465,0.5673,0.5508,26,0.3939,0.7279,0.5941,1.0282,1.0796,1.131,false
CHR-EAR-0037,Alchemist Saladin of Ottoman Empire,early_modern,Dutch Republic,Northwestern Europe,1508,1522,Scientific,catalyst,EVT-EAR-0037,0.7266,0.7846,0.6291,0.7187,0.9184,0.6911,0.8955,31,0.4862,0.7942,0.7262,1.1213,1.2281,1.1747,false
CHR-EAR-0038,Philosopher Heinrich of Ottoman Empire,early_modern,Dutch Republic,Northwestern Europe,1655,1679,Cultural,wildcard,EVT-EAR-0038,0.4223,0.785,0.5519,0.5409,0.2041,0.6096,0.523,7,0.5343,0.4626,0.4916,0.9975,1.0474,1.0972,false
CHR-EAR-0039,Senator Suppiluliuma of Mughal Empire,early_modern,British Empire (Early),British Isles / Global,1630,1657,Political,catalyst,EVT-EAR-0039,0.8008,0.6574,0.5923,0.5865,0.8282,0.5614,0.7936,37,0.4874,0.7979,0.6877,1.1091,1.2148,1.162,false
CHR-EAR-0040,Pontiff Kautilya of Spanish Empire,early_modern,Safavid Empire,Persia,1772,1800,Religious,architect,EVT-EAR-0040,0.7264,0.707,0.819,0.7307,0.7006,0.2922,0.695,26,0.2808,0.7138,0.5724,0.8378,0.8685,0.7765,false
CHR-EAR-0041,Legate Naram-Sin of Ming & Qing Dynasties,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1681,1708,Military,disruptor,EVT-EAR-0041,0.6428,0.8292,0.5186,0.5358,0.78,0.8526,0.7891,17,0.6584,0.7013,0.7197,1.2258,1.25,1.25,false
CHR-EAR-0042,Admiral Telepinu of Kingdom of France (Bourbon),early_modern,Spanish Empire,Iberia / Americas,1588,1617,Military,architect,EVT-EAR-0042,0.9148,0.7023,0.7817,0.9017,0.5795,0.4157,0.6484,40,0.257,0.8082,0.6073,0.8464,0.8774,0.7845,false
CHR-EAR-0043,High Priest Otto of Mughal Empire,early_modern,Ming & Qing Dynasties,East Asia,1733,1771,Religious,catalyst,EVT-EAR-0043,0.5535,0.6609,0.6856,0.7286,0.8004,0.7626,0.8016,60,0.517,0.6528,0.6372,1.0932,1.1973,1.1453,false
CHR-EAR-0044,Commander Madison of British Empire (Early),early_modern,Mughal Empire,South Asia,1737,1770,Military,disruptor,EVT-EAR-0044,0.6313,0.5457,0.3239,0.4118,0.7777,0.8884,0.9287,32,0.7383,0.7503,0.7259,1.2279,1.25,1.25,false
CHR-EAR-0045,Governor Wu of Tokugawa Shogunate,early_modern,Dutch Republic,Northwestern Europe,1696,1731,Political,disruptor,EVT-EAR-0045,0.7981,0.7261,0.2549,0.3943,0.7813,0.9111,0.8798,23,0.7584,0.8308,0.7991,1.25,1.25,1.25,true
CHR-EAR-0046,Merchant Prince Qian of Dutch Republic,early_modern,Mughal Empire,South Asia,1551,1556,Economic,stabilizer,EVT-EAR-0046,0.6176,0.6759,0.7939,0.8434,0.5069,0.2838,0.4415,77,0.2202,0.5472,0.4691,0.8124,0.8421,0.7529,false
CHR-EAR-0047,Hierophant Eleanor of Ming & Qing Dynasties,early_modern,Safavid Empire,Persia,1612,1645,Religious,stabilizer,EVT-EAR-0047,0.6847,0.6978,0.7607,0.8645,0.6603,0.1824,0.6343,172,0.1589,0.6645,0.5281,0.8269,0.8572,0.7664,false
CHR-EAR-0048,Minister Tiglath of Spanish Empire,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1639,1669,Political,wildcard,EVT-EAR-0048,0.5192,0.7635,0.7147,0.7815,0.39,0.7955,0.5244,69,0.507,0.5213,0.5403,1.0121,1.0627,1.1133,false
CHR-EAR-0049,General Kautilya of Ming & Qing Dynasties,early_modern,Safavid Empire,Persia,1653,1695,Military,wildcard,EVT-EAR-0049,0.5397,0.4627,0.4857,0.5582,0.4082,0.5175,0.7556,21,0.4797,0.6261,0.53,1.009,1.0595,1.1099,false
CHR-EAR-0050,Astronomer Qian of Spanish Empire,early_modern,Kingdom of France (Bourbon),Western Europe,1592,1614,Scientific,wildcard,EVT-EAR-0050,0.4363,0.8288,0.473,0.6547,0.5847,0.4913,0.4865,26,0.4183,0.4564,0.5377,1.0113,1.0619,1.1125,false
CHR-EAR-0051,Marshal Sumner of Spanish Empire,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1547,1571,Military,disruptor,EVT-EAR-0051,0.7631,0.6451,0.4344,0.5246,0.7032,0.8983,0.7242,9,0.6868,0.7475,0.7167,1.2248,1.25,1.25,false
CHR-EAR-0052,Abbess Mursili of Polish-Lithuanian Commonwealth,early_modern,Tsardom & Russian Empire,Northern Eurasia,1706,1721,Religious,disruptor,EVT-EAR-0052,0.9172,0.5942,0.2531,0.3362,0.7102,0.721,0.9301,12,0.6924,0.9224,0.7805,1.2468,1.25,1.25,true
CHR-EAR-0053,Philosopher Franklin of Ottoman Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1726,1748,Cultural,stabilizer,EVT-EAR-0053,0.7828,0.6848,0.9057,0.7171,0.6994,0.1522,0.5223,125,0.2176,0.6786,0.5281,0.8269,0.8572,0.7664,false
CHR-EAR-0054,Alchemist Tariq of Kingdom of France (Bourbon),early_modern,Portuguese Empire,Atlantic / Indian Ocean,1545,1582,Scientific,wildcard,EVT-EAR-0054,0.691,0.6751,0.4896,0.7546,0.4481,0.684,0.5319,51,0.4647,0.6274,0.5869,1.0261,1.0774,1.1287,false
CHR-EAR-0055,Legate Naram-Sin of Portuguese Empire,early_modern,Spanish Empire,Iberia / Americas,1606,1638,Military,stabilizer,EVT-EAR-0055,0.7194,0.6741,0.8823,0.8218,0.4953,0.1635,0.5689,40,0.1708,0.6592,0.4858,0.8165,0.8464,0.7568,false
CHR-EAR-0056,Strategos Richelieu of British Empire (Early),early_modern,Spanish Empire,Iberia / Americas,1664,1695,Military,stabilizer,EVT-EAR-0056,0.7204,0.6763,0.7604,0.8131,0.4965,0.218,0.4558,148,0.2025,0.6146,0.4904,0.8176,0.8476,0.7578,false
CHR-EAR-0057,Senator Necker of Spanish Empire,early_modern,Kingdom of France (Bourbon),Western Europe,1589,1633,Political,stabilizer,EVT-EAR-0057,0.7746,0.7245,0.9311,0.8098,0.5248,0.2274,0.4293,219,0.2088,0.6365,0.496,0.819,0.849,0.7591,false
CHR-EAR-0058,Admiral Naram-Sin of Tsardom & Russian Empire,early_modern,Ottoman Empire,Southeast Europe / Near East,1601,1617,Military,wildcard,EVT-EAR-0058,0.7597,0.727,0.2498,0.4724,0.7539,0.3961,0.6479,57,0.4618,0.715,0.6701,1.051,1.1036,1.1561,false
CHR-EAR-0059,Synod Envoy Mentuhotep of Portuguese Empire,early_modern,Safavid Empire,Persia,1638,1643,Religious,disruptor,EVT-EAR-0059,0.9159,0.5252,0.4432,0.5467,0.9286,0.7194,0.8357,28,0.5863,0.8838,0.7587,1.2392,1.25,1.25,true
CHR-EAR-0060,General Mirabeau of British Empire (Early),early_modern,Kingdom of France (Bourbon),Western Europe,1597,1605,Military,stabilizer,EVT-EAR-0060,0.7843,0.7581,0.8005,0.8943,0.6019,0.2188,0.6578,191,0.1623,0.7337,0.5568,0.834,0.8645,0.773,false
CHR-EAR-0061,Governor Kheti of Polish-Lithuanian Commonwealth,early_modern,Tokugawa Shogunate,Japan,1558,1578,Political,wildcard,EVT-EAR-0061,0.4888,0.3808,0.2046,0.6557,0.4717,0.5041,0.5142,58,0.4242,0.499,0.4996,0.9999,1.0499,1.0999,false
CHR-EAR-0062,Legate Hamilton of Polish-Lithuanian Commonwealth,early_modern,Tsardom & Russian Empire,Northern Eurasia,1736,1755,Military,architect,EVT-EAR-0062,0.8623,0.7938,0.754,0.8779,0.6422,0.2656,0.6024,72,0.1938,0.7584,0.5919,0.8426,0.8734,0.7809,false
CHR-EAR-0063,Commander Cao of Mughal Empire,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1569,1596,Military,stabilizer,EVT-EAR-0063,0.6447,0.7066,0.8539,0.8497,0.4573,0.1384,0.6215,221,0.1444,0.6354,0.4719,0.8131,0.8428,0.7536,false
CHR-EAR-0064,Philosopher Imhotep of Dutch Republic,early_modern,Ottoman Empire,Southeast Europe / Near East,1661,1674,Cultural,architect,EVT-EAR-0064,0.7964,0.8238,0.7537,0.8634,0.6221,0.2976,0.8172,121,0.2171,0.8047,0.6147,0.8482,0.8792,0.7861,false
CHR-EAR-0065,Legate Harsha of Kingdom of France (Bourbon),early_modern,Ming & Qing Dynasties,East Asia,1734,1772,Military,wildcard,EVT-EAR-0065,0.5803,0.4704,0.5535,0.6964,0.7174,0.5059,0.6851,40,0.4048,0.6222,0.5617,1.0185,1.0694,1.1204,false
CHR-EAR-0066,Abbess Qian of Kingdom of France (Bourbon),early_modern,Dutch Republic,Northwestern Europe,1714,1747,Religious,architect,EVT-EAR-0066,0.7404,0.6384,0.751,0.8541,0.5291,0.4426,0.8022,67,0.2942,0.7652,0.5791,0.8395,0.8702,0.778,false
CHR-EAR-0067,Pontiff Samudra of Portuguese Empire,early_modern,Mughal Empire,South Asia,1677,1702,Religious,stabilizer,EVT-EAR-0067,0.6856,0.7738,0.7957,0.7179,0.5984,0.1457,0.6572,175,0.2139,0.6742,0.5322,0.8279,0.8582,0.7673,false
CHR-EAR-0068,Merchant Prince Seneb of British Empire (Early),early_modern,Safavid Empire,Persia,1511,1548,Economic,wildcard,EVT-EAR-0068,0.427,0.4518,0.7279,0.6489,0.2331,0.7673,0.7035,21,0.5592,0.5376,0.4749,0.9925,1.0421,1.0917,false
CHR-EAR-0069,Master Sculptor Song of Safavid Empire,early_modern,Spanish Empire,Iberia / Americas,1720,1752,Cultural,architect,EVT-EAR-0069,0.855,0.6268,0.7655,0.7424,0.5353,0.4434,0.5885,147,0.3505,0.7484,0.5792,0.8395,0.8702,0.7781,false
CHR-EAR-0070,Archon Samudra of Ming & Qing Dynasties,early_modern,Safavid Empire,Persia,1654,1670,Political,disruptor,EVT-EAR-0070,0.6584,0.5043,0.3994,0.3502,0.8613,0.9146,0.8498,44,0.7822,0.7349,0.7266,1.2282,1.25,1.25,false
CHR-EAR-0071,Chancellor Constantine of British Empire (Early),early_modern,Mughal Empire,South Asia,1744,1764,Political,wildcard,EVT-EAR-0071,0.6359,0.7819,0.3151,0.4486,0.801,0.8162,0.6509,48,0.6838,0.6419,0.7125,1.0638,1.1169,1.1701,false
CHR-EAR-0072,Synod Envoy Cao of Tsardom & Russian Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1731,1772,Religious,architect,EVT-EAR-0072,0.844,0.626,0.762,0.717,0.523,0.3035,0.61,180,0.2933,0.7504,0.5583,0.8343,0.8649,0.7733,false
CHR-EAR-0073,Astronomer Harun of Portuguese Empire,early_modern,Kingdom of France (Bourbon),Western Europe,1760,1786,Scientific,catalyst,EVT-EAR-0073,0.5361,0.8489,0.5024,0.6661,0.8005,0.6802,0.7501,35,0.5071,0.6217,0.6624,1.1012,1.206,1.1536,false
CHR-EAR-0074,Pontiff Alexander of Ottoman Empire,early_modern,Dutch Republic,Northwestern Europe,1747,1763,Religious,architect,EVT-EAR-0074,0.74,0.7373,0.8966,0.7425,0.6082,0.4118,0.5743,128,0.3347,0.6737,0.558,0.8343,0.8648,0.7732,false
CHR-EAR-0075,Vizier Sumner of Spanish Empire,early_modern,Dutch Republic,Northwestern Europe,1621,1665,Political,architect,EVT-EAR-0075,0.8783,0.8149,0.8916,0.7598,0.6651,0.3087,0.6658,156,0.2744,0.7933,0.6106,0.8472,0.8782,0.7852,false
CHR-EAR-0076,Governor Chen of Ming & Qing Dynasties,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1548,1589,Political,disruptor,EVT-EAR-0076,0.6745,0.7678,0.4992,0.3421,0.8024,0.6803,0.8486,25,0.6691,0.7442,0.7165,1.2247,1.25,1.25,false
CHR-EAR-0077,Prefect Qian of Kingdom of France (Bourbon),early_modern,Dutch Republic,Northwestern Europe,1598,1616,Political,stabilizer,EVT-EAR-0077,0.6908,0.6811,0.7671,0.826,0.6151,0.248,0.4787,189,0.211,0.606,0.5081,0.822,0.8521,0.7619,false
CHR-EAR-0078,Prefect Zhao of Ottoman Empire,early_modern,Mughal Empire,South Asia,1684,1694,Political,disruptor,EVT-EAR-0078,0.6479,0.8478,0.3291,0.4743,0.9081,0.9398,0.9374,18,0.7328,0.7637,0.8003,1.25,1.25,1.25,true
CHR-EAR-0079,Imam Justinian of Portuguese Empire,early_modern,Dutch Republic,Northwestern Europe,1517,1531,Religious,wildcard,EVT-EAR-0079,0.4634,0.3958,0.2779,0.6613,0.464,0.7183,0.8186,42,0.5285,0.6055,0.5645,1.0193,1.0703,1.1213,false
CHR-EAR-0080,Chronicler Saladin of Tokugawa Shogunate,early_modern,British Empire (Early),British Isles / Global,1690,1707,Cultural,stabilizer,EVT-EAR-0080,0.7051,0.742,0.78,0.7469,0.4908,0.1201,0.5395,136,0.1866,0.6389,0.4948,0.8187,0.8487,0.7588,false
CHR-EAR-0081,Mint Overseer Chandra of Spanish Empire,early_modern,Spanish Empire,Iberia / Americas,1622,1634,Economic,architect,EVT-EAR-0081,0.8907,0.6192,0.8873,0.8799,0.6399,0.4291,0.583,29,0.2746,0.7676,0.5806,0.8398,0.8706,0.7784,false
CHR-EAR-0082,General Ramesses of Mughal Empire,early_modern,Safavid Empire,Persia,1514,1541,Military,wildcard,EVT-EAR-0082,0.4644,0.4479,0.2266,0.5759,0.68,0.5121,0.6822,56,0.4681,0.5515,0.563,1.0189,1.0698,1.1208,false
CHR-EAR-0083,Senator Mentuhotep of Kingdom of France (Bourbon),early_modern,Tokugawa Shogunate,Japan,1714,1739,Political,catalyst,EVT-EAR-0083,0.5575,0.8043,0.4768,0.5915,0.8215,0.5669,0.7275,28,0.4877,0.6255,0.6502,1.0973,1.2018,1.1495,false
CHR-EAR-0084,Geometer Lafayette of Ming & Qing Dynasties,early_modern,Safavid Empire,Persia,1524,1568,Scientific,wildcard,EVT-EAR-0084,0.7236,0.7999,0.3045,0.5753,0.6698,0.5662,0.5546,17,0.4955,0.656,0.6603,1.0481,1.1005,1.1529,false
CHR-EAR-0085,Abbess Sherman of Dutch Republic,early_modern,Tsardom & Russian Empire,Northern Eurasia,1721,1744,Religious,stabilizer,EVT-EAR-0085,0.5922,0.6076,0.7296,0.7608,0.5901,0.1791,0.6086,36,0.2091,0.5988,0.4849,0.8163,0.8461,0.7565,false
CHR-EAR-0086,Syndic Gao of Tokugawa Shogunate,early_modern,Spanish Empire,Iberia / Americas,1642,1667,Economic,stabilizer,EVT-EAR-0086,0.61,0.5548,0.8638,0.8191,0.4773,0.1376,0.6493,94,0.1592,0.6257,0.448,0.8072,0.8367,0.75,false
CHR-EAR-0087,Mint Overseer Mursili of Tokugawa Shogunate,early_modern,Kingdom of France (Bourbon),Western Europe,1704,1717,Economic,architect,EVT-EAR-0087,0.6821,0.6538,0.8779,0.7067,0.5037,0.3605,0.7926,175,0.3269,0.7263,0.544,0.8308,0.8612,0.77,false
CHR-EAR-0088,Metallurgist Tiglath of Portuguese Empire,early_modern,Kingdom of France (Bourbon),Western Europe,1636,1680,Scientific,architect,EVT-EAR-0088,0.7015,0.6583,0.6826,0.726,0.7011,0.3344,0.6631,168,0.3042,0.6862,0.5744,0.8383,0.869,0.777,false
CHR-EAR-0089,Warlord Zhang of Tsardom & Russian Empire,early_modern,Portuguese Empire,Atlantic / Indian Ocean,1567,1605,Military,disruptor,EVT-EAR-0089,0.8137,0.5418,0.3449,0.6373,0.8962,0.7432,0.8189,29,0.553,0.8158,0.7371,1.2318,1.25,1.25,false
CHR-EAR-0090,Minister Mentuhotep of Portuguese Empire,early_modern,Ming & Qing Dynasties,East Asia,1688,1698,Political,architect,EVT-EAR-0090,0.6865,0.7783,0.8404,0.8532,0.5558,0.3033,0.809,80,0.225,0.7355,0.5619,0.8352,0.8658,0.7741,false
CHR-EAR-0091,Archon Justinian of Mughal Empire,early_modern,Polish-Lithuanian Commonwealth,Eastern Europe,1627,1639,Political,wildcard,EVT-EAR-0091,0.5541,0.4448,0.272,0.256,0.6473,0.6341,0.4384,37,0.689,0.5078,0.5732,1.022,1.0731,1.1242,false
CHR-EAR-0092,Chancellor Theodosius of Tsardom & Russian Empire,early_modern,Tokugawa Shogunate,Japan,1538,1568,Political,architect,EVT-EAR-0092,0.8582,0.8774,0.8796,0.7262,0.5082,0.4151,0.6926,67,0.3444,0.792,0.6143,0.8481,0.8791,0.7861,false
CHR-EAR-0093,Pontiff Dara of Kingdom of France (Bourbon),early_modern,Spanish Empire,Iberia / Americas,1762,1772,Religious,catalyst,EVT-EAR-0093,0.6847,0.676,0.5562,0.6649,0.8039,0.4796,0.8527,54,0.4074,0.7519,0.6541,1.0986,1.2032,1.1509,false
