event_id,name,year,epoch,category,region,civilization,primary_actor_id,gdp_per_capita_usd,gini_inequality,political_event_density,historical_epoch_score_E,average_income_score,literacy_rate_pct,social_range_score_S,life_expectancy_years,birth_rate_per_1000,age_range_score_A,population_density_sqkm,urbanization_rate_pct,population_range_score_P,cth_before,cth_prelude,cth_during,cth_transition,cth_after,cth_global,delta_cth,black_swan_index,evei,ultra_cth,prediction,certainty_bracket,alphabreak,recommend_anchor,foundation_risk,dynamics_risk,chaos_risk,temporal_risk,butterfly_risk,mule_clause_active
EVT-MOD-0011,Systemic Governance Breakdown in Late Qing & Republic of China,1849,modern,collapse,East Asia,Late Qing & Republic of China,CHR-MOD-0011,5983,0.397,0.103,0.7661,0.522,82.2,0.672,38,36.1,0.4104,167.8,24.1,0.4913,0.667,0.5653,0.3549,0.4144,0.2685,0.454,-0.3985,0.8304,0.7755,0.446463,CMN,BRACKET_BASE,false,true,0.71013804,0.51361728,0.9365231999999999,,0.3574,false
EVT-MOD-0012,Palatial Collapse of Late Qing & Republic of China,1916,modern,collapse,East Asia,Late Qing & Republic of China,CHR-MOD-0012,1809.6,0.64,0.519,0.2805,0.619,62,0.6195,52.5,27.7,0.5162,109.2,44.4,0.5617,0.5815,0.4818,0.0977,0.1833,0.2653,0.3219,-0.3162,0.422,0.6938,0.552641,CMN,BRACKET_BASE,false,true,0.757875,0.61375,0.9542499999999999,,0.4014,true
EVT-MOD-0013,Agricultural Plague Wave in Kingdom of Italy,1833,modern,pandemic,Southern Europe,Kingdom of Italy,CHR-MOD-0013,4046.8,0.512,0.463,0.49,0.732,64.8,0.69,48.7,28.4,0.4795,184.5,37.7,0.5662,0.6488,0.5866,0.1228,0.2765,0.6779,0.4625,0.0291,0.8338,0.6052,0.522298,CMN,BRACKET_BASE,false,true,0.5948964,0.57947985,0.7248539,,0.4024,false
EVT-MOD-0014,Maritime Hegemony Clash in Russian Empire / USSR,1885,modern,war,Eurasia,Russian Empire / USSR,CHR-MOD-0014,4899.1,0.463,0.885,0.4369,0.289,66.2,0.4755,56.7,32.9,0.5926,133.3,28.3,0.4956,0.5354,0.4241,0.216,0.3177,0.5695,0.4125,0.0341,0.5497,0.5601,0.830773,RMD,BRACKET_HIGH,true,false,0.4178385,0.41718141,0.47779825,,0.401,false
EVT-MOD-0015,Succession Conflict of Austro-Hungarian Empire,1858,modern,war,Central Europe,Austro-Hungarian Empire,CHR-MOD-0015,6539.3,0.658,0.807,0.5149,0.321,57.3,0.447,57,22.2,0.5317,148.5,35.6,0.54,0.4958,0.3764,0.1283,0.1972,0.2261,0.2848,-0.2697,0.4126,0.6547,0.623573,CMN,BRACKET_BASE,false,true,0.44461128,0.3902598,0.5423387999999999,,0.3712,false
EVT-MOD-0016,Urban Quarantine Emergency in United States,1809,modern,pandemic,North America,United States,CHR-MOD-0016,3508.7,0.538,0.787,0.3479,0.382,37.3,0.3775,63.7,23.3,0.6104,171.7,22,0.4825,0.5125,0.4491,0.0715,0.1906,0.2582,0.2964,-0.2543,0.8127,0.7701,0.666197,RMD,BRACKET_MEDIUM,false,true,0.59694238,0.51392275,0.8473472799999999,,0.3991,false
EVT-MOD-0017,Imperial Unification of Late Ottoman Empire,1874,modern,transformation,Near East,Late Ottoman Empire,CHR-MOD-0017,3675.1,0.493,0.466,0.4692,0.26,54.1,0.4005,49.5,31,0.5037,65.7,24,0.4229,0.3505,0.4041,0.2673,0.4072,0.4997,0.3858,0.1492,0.2638,0.5705,0.550517,CMN,BRACKET_BASE,false,true,0.47941150000000005,0.3820936,0.37959051,,0.3371,false
EVT-MOD-0018,Maritime Trade Hub Expansion in Late Qing & Republic of China,1936,modern,economic,East Asia,Late Qing & Republic of China,CHR-MOD-0018,5332,0.484,0.677,0.5229,0.766,66.8,0.717,44.6,35.4,0.4773,118.8,50,0.5958,0.6484,0.607,0.3557,0.4767,0.6469,0.5469,-0.0015,0.529,0.5055,0.72958,RMD,BRACKET_HIGH,false,false,0.32085702000000005,0.51048816,0.7026453400000001,,0.3918,false
EVT-MOD-0019,Palatial Collapse of Russian Empire / USSR,1803,modern,collapse,Eurasia,Russian Empire / USSR,CHR-MOD-0019,5790.2,0.397,0.36,0.6757,0.452,50.2,0.477,49.8,31,0.5069,86.4,42.8,0.5368,0.6056,0.5358,0.2473,0.285,0.1624,0.3672,-0.4432,0.4456,0.7318,0.339641,CMN,BRACKET_BASE,false,true,0.69410792,0.57513554,0.9242361899999999,,0.3684,false
EVT-MOD-0020,Mercantile Tariff Overhaul across British Empire (Industrial/Victorian),1839,modern,economic,Global,British Empire (Industrial/Victorian),CHR-MOD-0020,6598.1,0.447,0.231,0.7551,0.85,73.1,0.7905,62.8,34.3,0.6667,140.8,38.6,0.5511,0.6924,0.6464,0.4157,0.5316,0.8063,0.6185,0.1139,0.2519,0.4226,0.722602,RMD,BRACKET_HIGH,false,false,0.33922047,0.5350653599999999,0.6015744,,0.4007,false
EVT-MOD-0021,Maritime Hegemony Clash in Late Ottoman Empire,1806,modern,war,Near East,Late Ottoman Empire,CHR-MOD-0021,4131,0.688,0.15,0.5369,0.596,61.1,0.6035,44.3,26.5,0.4207,40.4,52,0.5277,0.5594,0.4661,0.1513,0.2991,0.4996,0.3951,-0.0598,0.5472,0.5649,0.397088,CMN,BRACKET_BASE,false,true,0.7147990000000001,0.58025772,0.7647242399999999,,0.4063,false
EVT-MOD-0022,Urban Quarantine Emergency in British Empire (Industrial/Victorian),1866,modern,pandemic,Global,British Empire (Industrial/Victorian),CHR-MOD-0022,3683.2,0.574,0.685,0.3798,0.307,71,0.5085,41,28,0.3942,86.3,23.4,0.4397,0.5214,0.4751,0.0338,0.2473,0.3638,0.3283,-0.1576,0.7344,0.7063,0.52587,CMN,BRACKET_BASE,false,true,0.7948790800000001,0.601375,0.8751249999999999,,0.4077,false
EVT-MOD-0023,Secular Legal Separation in French Third Republic,1813,modern,religious,Western Europe,French Third Republic,CHR-MOD-0023,5070.2,0.381,0.121,0.7025,0.342,30.3,0.3225,46.3,33.8,0.486,82.6,17.4,0.4065,0.5252,0.5592,0.4591,0.5723,0.396,0.5024,-0.1292,0.4002,0.5732,0.578963,CMN,BRACKET_BASE,false,true,0.5350642900000001,0.47707415999999997,0.71046636,,0.2859,false
EVT-MOD-0024,Synod Monotheistic Mandate in Russian Empire / USSR,1825,modern,religious,Eurasia,Russian Empire / USSR,CHR-MOD-0024,5239.9,0.425,0.743,0.5144,0.523,33.7,0.43,45.8,25.5,0.4308,35.4,18.7,0.3517,0.4605,0.4752,0.3365,0.4884,0.4423,0.4406,-0.0182,0.39,0.531,0.875393,RMD,BRACKET_HIGH,true,false,0.31803048,0.37152251,0.44550284999999995,,0.3146,false
EVT-MOD-0025,Imperial Unification of Late Qing & Republic of China,1889,modern,transformation,East Asia,Late Qing & Republic of China,CHR-MOD-0025,4422.9,0.652,0.437,0.4818,0.293,48,0.3865,63.7,35.5,0.6836,151.8,47,0.5985,0.4651,0.4987,0.4291,0.601,0.7546,0.5497,0.2895,0.1369,0.5878,0.91098,RMD,BRACKET_HIGH,true,false,0.23311975000000001,0.39617423999999996,0.32126226,,0.3446,false
EVT-MOD-0026,Maritime Hegemony Clash in Russian Empire / USSR,1911,modern,war,Eurasia,Russian Empire / USSR,CHR-MOD-0026,3162.8,0.658,0.123,0.4873,0.508,71.6,0.612,56,33.9,0.5911,106.1,45.7,0.5661,0.5949,0.5505,0.2233,0.351,0.3396,0.4119,-0.2553,0.3539,0.6028,0.341532,CMN,BRACKET_BASE,false,true,0.63878354,0.49616599999999994,0.7915403999999999,,0.3788,false
EVT-MOD-0027,Synod Monotheistic Mandate in British Empire (Industrial/Victorian),1932,modern,religious,Global,British Empire (Industrial/Victorian),CHR-MOD-0027,5689.9,0.535,0.871,0.4741,0.701,55.5,0.628,46.3,35.9,0.4986,111.9,20.1,0.442,0.5324,0.5901,0.5095,0.6797,0.628,0.5879,0.0956,0.2855,0.5129,0.523278,CMN,BRACKET_BASE,false,true,0.52071082,0.55375,0.6332500000000001,,0.2972,false
EVT-MOD-0028,Orthodoxy & Heresy Trial Wave in United States,1920,modern,religious,North America,United States,CHR-MOD-0028,4716.1,0.585,0.897,0.3841,0.535,82.8,0.6815,43.4,30.9,0.4374,116.7,34.9,0.519,0.4871,0.5289,0.4351,0.5131,0.4562,0.4841,-0.0309,0.5282,0.5533,0.652397,RMD,BRACKET_MEDIUM,false,true,0.48461999999999994,0.36643499999999996,0.46010400000000007,,0.2664,false
EVT-MOD-0029,Decentralization Wave across German Empire / Weimar,1930,modern,collapse,Central Europe,German Empire / Weimar,CHR-MOD-0029,2472.4,0.584,0.817,0.2537,0.844,82.4,0.834,39.7,25.9,0.3676,38.2,20.8,0.3677,0.5912,0.5082,0.1476,0.202,0.3546,0.3607,-0.2366,0.6569,0.7037,0.588949,CMN,BRACKET_BASE,false,true,0.53833252,0.53205275,0.8551945599999999,,0.4031,false
EVT-MOD-0030,Temple Bureaucracy Reorganization of Empire of Japan (Meiji/Imperial),1896,modern,religious,East Asia,Empire of Japan (Meiji/Imperial),CHR-MOD-0030,1999.6,0.709,0.375,0.3162,0.663,61.5,0.639,54.3,26.8,0.5302,186.8,42.1,0.5891,0.512,0.4878,0.3071,0.3652,0.5728,0.449,0.0608,0.2828,0.5107,0.535283,CMN,BRACKET_BASE,false,true,0.42264717,0.5148806499999999,0.64067297,,0.3738,false
EVT-MOD-0031,Institutional Dissolution of Austro-Hungarian Empire,1888,modern,collapse,Central Europe,Austro-Hungarian Empire,CHR-MOD-0031,5514.3,0.531,0.306,0.6326,0.24,32.6,0.283,49.1,27.9,0.4808,124.5,54.3,0.6207,0.6361,0.5366,0.1711,0.2362,0.454,0.4068,-0.1821,0.7276,0.7008,0.54988,CMN,BRACKET_BASE,false,true,0.5738755,0.41774624,0.54864216,,0.4076,false
EVT-MOD-0032,Sanitation & Medical Breakthrough in Kingdom of Italy,1863,modern,technological,Southern Europe,Kingdom of Italy,CHR-MOD-0032,5788.4,0.567,0.818,0.4871,0.707,56.9,0.638,50.7,26.9,0.492,46.1,55.9,0.5568,0.4896,0.5373,0.6442,0.7796,0.6114,0.6124,0.1218,0.2287,0.5104,0.783577,RMD,BRACKET_HIGH,true,false,0.25259443000000004,0.54851238,0.6910146099999999,,0.2881,false
EVT-MOD-0033,Succession Conflict of Kingdom of Italy,1850,modern,war,Southern Europe,Kingdom of Italy,CHR-MOD-0033,4632,0.481,0.473,0.5367,0.586,59.3,0.5895,52.1,23.8,0.4885,189.5,36.6,0.5626,0.54,0.4317,0.266,0.352,0.621,0.4421,0.081,0.6812,0.6018,0.775765,RMD,BRACKET_HIGH,true,false,0.49958928,0.40475225000000004,0.45889922000000005,,0.396,false
EVT-MOD-0034,Caravan Route Pestilence in Latin American Republics,1815,modern,pandemic,South America,Latin American Republics,CHR-MOD-0034,4299.3,0.618,0.776,0.3818,0.314,37,0.342,57.1,35.5,0.6125,65.3,50.6,0.5555,0.5471,0.4756,0.1263,0.3209,0.2844,0.3509,-0.2627,0.8386,0.7811,0.533502,CMN,BRACKET_BASE,false,true,0.62581208,0.40193516,0.5772200000000001,,0.394,false
EVT-MOD-0035,Respiratory Virulence Wave across German Empire / Weimar,1924,modern,pandemic,Central Europe,German Empire / Weimar,CHR-MOD-0035,2910.3,0.387,0.708,0.3757,0.71,54.6,0.628,58.1,25.9,0.5657,80.8,44.3,0.5394,0.5738,0.5258,0.1025,0.2213,0.2663,0.3379,-0.3075,0.9416,0.796,0.356921,CMN,BRACKET_BASE,false,true,0.840492,0.59119491,0.8882629200000001,,0.4002,false
EVT-MOD-0036,Pantheon Reformation of United States,1920,modern,religious,North America,United States,CHR-MOD-0036,2793.6,0.485,0.835,0.3001,0.378,64.7,0.5125,51.7,23.8,0.4842,125.1,37.5,0.537,0.4776,0.4644,0.3565,0.4645,0.622,0.477,0.1444,0.5208,0.6437,0.735327,RMD,BRACKET_HIGH,true,false,0.5118914999999999,0.47818442,0.60016572,,0.3496,false
EVT-MOD-0037,Frontier Fragmentation of German Empire / Weimar,1861,modern,collapse,Central Europe,German Empire / Weimar,CHR-MOD-0037,7183.4,0.535,0.639,0.6467,0.731,76.6,0.7485,44.9,28.9,0.4416,151.8,29.4,0.5105,0.6484,0.5693,0.2049,0.2777,0.3553,0.4111,-0.2931,0.4728,0.631,0.598135,CMN,BRACKET_BASE,false,true,0.5558991000000001,0.611625,0.955125,,0.3951,false
EVT-MOD-0038,Sanitation & Medical Breakthrough in Empire of Japan (Meiji/Imperial),1804,modern,technological,East Asia,Empire of Japan (Meiji/Imperial),CHR-MOD-0038,6169.4,0.424,0.21,0.7387,0.561,80.7,0.684,51,35.1,0.5444,162.1,56.6,0.6513,0.5651,0.6178,0.7045,0.8272,0.8144,0.7058,0.2493,0.183,0.5153,0.764437,RMD,BRACKET_HIGH,true,false,0.24197120000000003,0.48760319999999996,0.5865164800000001,,0.2983,false
EVT-MOD-0039,Strategic Siege of Austro-Hungarian Empire,1861,modern,war,Central Europe,Austro-Hungarian Empire,CHR-MOD-0039,2897.3,0.53,0.769,0.3136,0.308,33.3,0.3205,37.8,27.9,0.3591,81.9,44.3,0.5404,0.3565,0.2834,0.0642,0.173,0.1373,0.2029,-0.2192,0.3712,0.6922,0.616891,CMN,BRACKET_BASE,false,true,0.64304604,0.45465514,0.71633686,,0.3513,false
EVT-MOD-0040,Respiratory Virulence Wave across Austro-Hungarian Empire,1924,modern,pandemic,Central Europe,Austro-Hungarian Empire,CHR-MOD-0040,2995.3,0.555,0.432,0.4139,0.28,52.6,0.403,38.4,37.7,0.4244,120.7,53.2,0.613,0.5308,0.4557,0.0429,0.2032,0.4454,0.3356,-0.0854,0.629,0.6472,0.422708,CMN,BRACKET_BASE,false,true,0.7820608,0.5905527,0.77050872,,0.4038,false
EVT-MOD-0041,Temple Bureaucracy Reorganization of French Third Republic,1832,modern,religious,Western Europe,French Third Republic,CHR-MOD-0041,3374.3,0.434,0.692,0.3984,0.737,69.4,0.7155,49.5,27,0.4797,140.8,17.8,0.4471,0.5254,0.5772,0.4069,0.523,0.678,0.5421,0.1526,0.4543,0.5869,0.763919,RMD,BRACKET_HIGH,true,false,0.35723328,0.54832162,0.60884784,,0.3569,false
EVT-MOD-0042,Temple Bureaucracy Reorganization of Russian Empire / USSR,1892,modern,religious,Eurasia,Russian Empire / USSR,CHR-MOD-0042,3054.8,0.561,0.365,0.4363,0.434,41.5,0.4245,46.6,29.2,0.4617,155,23.6,0.4831,0.4628,0.5166,0.3389,0.4709,0.6905,0.4959,0.2277,0.2026,0.6052,0.673603,RMD,BRACKET_MEDIUM,false,true,0.42945168,0.55698272,0.5425974400000001,,0.3723,false
EVT-MOD-0043,Palatial Collapse of Russian Empire / USSR,1845,modern,collapse,Eurasia,Russian Empire / USSR,CHR-MOD-0043,4386.3,0.54,0.17,0.593,0.509,82.2,0.6655,36.5,22.6,0.3133,177.3,45.5,0.6023,0.6741,0.5584,0.2573,0.2956,0.2547,0.408,-0.4194,0.6216,0.7761,0.669327,RMD,BRACKET_MEDIUM,false,true,0.5029752000000001,0.41060796,0.62573058,,0.3685,false
EVT-MOD-0044,Treaty System Implementation across Kingdom of Italy,1888,modern,transformation,Southern Europe,Kingdom of Italy,CHR-MOD-0044,6566.2,0.462,0.263,0.7388,0.546,35.9,0.4525,51.6,25.4,0.4927,51,46.6,0.5176,0.4401,0.5191,0.4688,0.7181,0.6211,0.5534,0.181,0.1825,0.5208,0.759806,RMD,BRACKET_HIGH,true,false,0.46781143999999997,0.56176896,0.54951565,,0.3191,false
EVT-MOD-0045,Monastic Network Expansion of Russian Empire / USSR,1945,modern,religious,Eurasia,Russian Empire / USSR,CHR-MOD-0045,1404.9,0.706,0.658,0.1911,0.675,51,0.5925,47.9,30.8,0.4853,159.2,33.9,0.5365,0.4956,0.5099,0.3834,0.4491,0.4399,0.4556,-0.0557,0.2793,0.5396,0.625313,CMN,BRACKET_BASE,false,true,0.5824993199999999,0.52989576,0.6809895899999999,,0.2883,false
EVT-MOD-0046,Monastic Network Expansion of Russian Empire / USSR,1803,modern,religious,Eurasia,Russian Empire / USSR,CHR-MOD-0046,1882.7,0.499,0.281,0.3993,0.445,82.3,0.634,52.7,36.3,0.57,185.2,23.2,0.4939,0.5127,0.5337,0.3871,0.5119,0.3693,0.4629,-0.1434,0.2142,0.5205,0.686739,RMD,BRACKET_MEDIUM,false,false,0.4264377,0.39157029,0.48054543999999993,,0.3075,false
EVT-MOD-0047,Monastic Network Expansion of British Empire (Industrial/Victorian),1895,modern,religious,Global,British Empire (Industrial/Victorian),CHR-MOD-0047,6839.8,0.627,0.887,0.521,0.828,47.5,0.6515,61.5,30.2,0.6281,89.3,55.2,0.6011,0.6112,0.6155,0.5222,0.64,0.5286,0.5835,-0.0826,0.2364,0.4636,0.543888,CMN,BRACKET_BASE,false,true,0.46313064,0.39484616,0.46167321,,0.2859,false
EVT-MOD-0048,Hydraulic Engineering Grid in Late Qing & Republic of China,1844,modern,technological,East Asia,Late Qing & Republic of China,CHR-MOD-0048,4019.5,0.655,0.552,0.4186,0.558,42,0.489,41.8,29.8,0.4136,63.5,57.3,0.587,0.407,0.4514,0.5335,0.6155,0.5293,0.5073,0.1223,0.3141,0.5764,0.562132,CMN,BRACKET_BASE,false,true,0.40536519,0.47115774,0.67315554,,0.2737,false
EVT-MOD-0049,Temple Bureaucracy Reorganization of Russian Empire / USSR,1836,modern,religious,Eurasia,Russian Empire / USSR,CHR-MOD-0049,5421.4,0.535,0.624,0.5296,0.475,62.2,0.5485,62.6,33.5,0.6598,58.3,33.5,0.4618,0.5941,0.6357,0.5476,0.6129,0.58,0.5941,-0.0141,0.5467,0.5136,0.803302,RMD,BRACKET_HIGH,true,false,0.39679752,0.53397916,0.7047213299999999,,0.2613,false
EVT-MOD-0050,Provincial Autonomy Insurgency against Late Ottoman Empire,1840,modern,revolution,Near East,Late Ottoman Empire,CHR-MOD-0050,5663.3,0.703,0.835,0.4326,0.229,76.4,0.4965,60,25.9,0.5862,141.9,41.9,0.5682,0.6166,0.5149,0.2703,0.4861,0.281,0.4338,-0.3356,0.6982,0.7585,0.284585,CMN,BRACKET_BASE,false,true,0.77111388,0.5631746,0.9150256,,0.3712,false
EVT-MOD-0051,Hydraulic Engineering Grid in Late Qing & Republic of China,1874,modern,technological,East Asia,Late Qing & Republic of China,CHR-MOD-0051,6539.5,0.446,0.63,0.6316,0.415,76.6,0.5905,50.1,30.6,0.5078,62,45.3,0.5252,0.4875,0.544,0.6591,0.7683,0.7245,0.6367,0.237,0.2701,0.566,0.651184,RMD,BRACKET_MEDIUM,false,true,0.385526,0.56475,0.720375,,0.2869,false
EVT-MOD-0052,Mechanical Power Harnessing in German Empire / Weimar,1828,modern,technological,Central Europe,German Empire / Weimar,CHR-MOD-0052,2965,0.639,0.614,0.332,0.606,42.5,0.5155,53.9,33.7,0.5673,137.5,21.1,0.4619,0.382,0.4232,0.494,0.5922,0.7575,0.5298,0.3755,0.3053,0.6969,0.707886,RMD,BRACKET_HIGH,false,false,0.6296230500000001,0.559625,0.586125,,0.3374,false
EVT-MOD-0053,Metallurgical Innovation Surge in Empire of Japan (Meiji/Imperial),1834,modern,technological,East Asia,Empire of Japan (Meiji/Imperial),CHR-MOD-0053,5827.2,0.455,0.541,0.6065,0.374,42.8,0.401,56.7,38,0.6232,140.1,17.1,0.4432,0.4508,0.4957,0.5475,0.6095,0.7976,0.5802,0.3468,0.4794,0.6925,0.649704,RMD,BRACKET_MEDIUM,false,true,0.5821330499999999,0.5559999999999999,0.62225,,0.331,false
EVT-MOD-0054,Provincial Autonomy Insurgency against Late Ottoman Empire,1846,modern,revolution,Near East,Late Ottoman Empire,CHR-MOD-0054,3442.2,0.684,0.391,0.4183,0.722,80.4,0.763,49.6,34.6,0.5264,102.5,57.4,0.6221,0.6495,0.5045,0.2401,0.4601,0.7637,0.5236,0.1142,0.5141,0.564,0.531806,CMN,BRACKET_BASE,false,true,0.60647874,0.6265,0.760875,,0.3883,false
EVT-MOD-0055,Respiratory Virulence Wave across Kingdom of Italy,1835,modern,pandemic,Southern Europe,Kingdom of Italy,CHR-MOD-0055,6293.5,0.524,0.381,0.666,0.807,72.9,0.768,59.5,23.4,0.5658,52.8,45.6,0.5151,0.6645,0.6435,0.3269,0.4481,0.4658,0.5098,-0.1987,0.8959,0.6613,0.490795,CMN,BRACKET_BASE,false,true,0.56648025,0.4933254,0.8085266799999999,,0.376,false
EVT-MOD-0056,Judicial Standard Reform in Kingdom of Italy,1927,modern,transformation,Southern Europe,Kingdom of Italy,CHR-MOD-0056,4708.8,0.705,0.442,0.4841,0.312,51.8,0.415,58.4,33.3,0.6133,74.5,57.7,0.6005,0.4473,0.4796,0.4081,0.5975,0.5748,0.5015,0.1275,0.1821,0.5175,0.48044,CMN,BRACKET_BASE,false,true,0.44688723999999996,0.37844190000000005,0.36079368,,0.3089,false
EVT-MOD-0057,Synod Monotheistic Mandate in Late Qing & Republic of China,1829,modern,religious,East Asia,Late Qing & Republic of China,CHR-MOD-0057,3471.1,0.438,0.102,0.5808,0.575,33,0.4525,40.7,22.2,0.3561,83.4,55.6,0.5982,0.5341,0.5909,0.4291,0.5539,0.5267,0.5269,-0.0074,0.4427,0.5363,0.689655,RMD,BRACKET_MEDIUM,false,false,0.60572744,0.5523750000000001,0.741,,0.3071,false
EVT-MOD-0058,Imperial Annexation War in Late Qing & Republic of China,1829,modern,war,East Asia,Late Qing & Republic of China,CHR-MOD-0058,5753.5,0.612,0.657,0.5195,0.745,66.7,0.706,45.8,22.4,0.4122,85.6,27,0.4571,0.5585,0.4461,0.2877,0.35,0.4556,0.4196,-0.1029,0.3819,0.5354,0.469877,CMN,BRACKET_BASE,false,true,0.51504345,0.48541707999999995,0.7063876999999998,,0.367,false
EVT-MOD-0059,Fiscal Modernization in United States,1828,modern,transformation,North America,United States,CHR-MOD-0059,5869.7,0.708,0.237,0.6248,0.448,70.3,0.5755,48.1,34.8,0.5114,102.9,42,0.5454,0.5108,0.5778,0.4766,0.7007,0.6574,0.5847,0.1466,0.3978,0.5519,0.607932,CMN,BRACKET_BASE,false,true,0.53380026,0.49381464,0.5830356600000001,,0.3194,false
EVT-MOD-0060,Frontier Campaign of Latin American Republics,1915,modern,war,South America,Latin American Republics,CHR-MOD-0060,3469.7,0.668,0.699,0.3326,0.644,61.9,0.6315,61.7,29.7,0.6273,123.3,31.9,0.508,0.5662,0.4887,0.1474,0.2485,0.6998,0.4301,0.1336,0.6397,0.6234,0.404367,CMN,BRACKET_BASE,false,true,0.76131574,0.57225264,0.7230279999999999,,0.3937,false
