character_id,name,epoch,civilization,region,active_year_start,active_year_end,primary_domain,historical_role,associated_event_id,power_index,network_centrality,legitimacy,rationality,charisma,ideological_extremity,momentum,duration_of_influence_months,actor_volatility,trigger_force,token_impact_score_tis,tim_foundation,tim_dynamics,tim_chaos,mule_clause_risk
CHR-CLA-0066,Commander Rimush of Qin & Han Dynasties,classical_antiquity,Achaemenid Empire,Persia / Near East,-418,-390,Military,wildcard,EVT-CLA-0066,0.6886,0.4245,0.3034,0.4397,0.4164,0.2153,0.8284,10,0.3878,0.7445,0.5525,1.0158,1.0665,1.1173,false
CHR-CLA-0067,Arch-Engineer Wu of Roman Republic,classical_antiquity,Roman Republic,Mediterranean,351,391,Scientific,wildcard,EVT-CLA-0067,0.7258,0.6476,0.5752,0.7645,0.3892,0.6886,0.5304,55,0.462,0.6477,0.5741,1.0222,1.0733,1.1244,false
CHR-CLA-0068,Chancellor Hathor of Ptolemaic Kingdom,classical_antiquity,Roman Republic,Mediterranean,-68,-32,Political,wildcard,EVT-CLA-0068,0.6454,0.4782,0.3445,0.7463,0.3489,0.5656,0.7801,31,0.4097,0.6993,0.5655,1.0197,1.0706,1.1216,false
CHR-CLA-0069,Merchant Prince Alexander of Kushan Empire,classical_antiquity,Carthaginian Republic,Western Mediterranean,-201,-183,Economic,architect,EVT-CLA-0069,0.8001,0.739,0.8124,0.8884,0.7739,0.3473,0.6027,162,0.2295,0.7212,0.5938,0.8431,0.8739,0.7814,false
CHR-CLA-0070,Synod Envoy Saladin of Kingdom of Aksum,classical_antiquity,Sasanian Empire,Persia,-384,-345,Religious,architect,EVT-CLA-0070,0.6924,0.659,0.7811,0.7599,0.5482,0.4022,0.7941,29,0.3212,0.7331,0.5675,0.8366,0.8672,0.7754,false
CHR-CLA-0071,Polymath Cao of Carthaginian Republic,classical_antiquity,Qin & Han Dynasties,East Asia,-437,-420,Scientific,disruptor,EVT-CLA-0071,0.8678,0.8115,0.2154,0.3731,0.8396,0.6996,0.848,14,0.6633,0.8599,0.8066,1.25,1.25,1.25,true
CHR-CLA-0072,Polymath Vikram of Maurya Empire,classical_antiquity,Kingdom of Aksum,Horn of Africa,99,106,Scientific,disruptor,EVT-CLA-0072,0.7137,0.7387,0.3793,0.5169,0.7779,0.8468,0.9245,40,0.665,0.798,0.7578,1.239,1.25,1.25,true
CHR-CLA-0073,Merchant Prince Eleanor of Kingdom of Aksum,classical_antiquity,Kushan Empire,Central & South Asia,433,448,Economic,disruptor,EVT-CLA-0073,0.7984,0.6589,0.215,0.4148,0.7862,0.7744,0.8556,45,0.6798,0.8213,0.7686,1.2427,1.25,1.25,true
CHR-CLA-0074,Minister Averroes of Sasanian Empire,classical_antiquity,Sasanian Empire,Persia,-431,-406,Political,wildcard,EVT-CLA-0074,0.5603,0.778,0.2863,0.2824,0.6057,0.6635,0.461,62,0.6906,0.5206,0.6236,1.0371,1.0889,1.1408,false
CHR-CLA-0075,Viceroy Gao of Parthian Empire,classical_antiquity,Kushan Empire,Central & South Asia,-76,-53,Political,architect,EVT-CLA-0075,0.8732,0.707,0.7463,0.878,0.6341,0.2181,0.6942,124,0.17,0.8016,0.5878,0.8416,0.8724,0.78,false
CHR-CLA-0076,Astronomer Otto of Carthaginian Republic,classical_antiquity,Classical Greece (Polis),Mediterranean,-631,-617,Scientific,catalyst,EVT-CLA-0076,0.5158,0.7672,0.6794,0.6162,0.9306,0.6118,0.7442,47,0.4978,0.6072,0.6383,1.0936,1.1977,1.1456,false
CHR-CLA-0077,High Priest Eleanor of Seleucid Empire,classical_antiquity,Sasanian Empire,Persia,-7,3,Religious,disruptor,EVT-CLA-0077,0.9462,0.6341,0.2695,0.4653,0.9324,0.9151,0.8732,21,0.7249,0.917,0.8396,1.25,1.25,1.25,true
CHR-CLA-0078,Metallurgist Harsha of Kushan Empire,classical_antiquity,Maurya Empire,South Asia,140,149,Scientific,architect,EVT-CLA-0078,0.9185,0.7772,0.7196,0.828,0.7292,0.1837,0.6746,80,0.1778,0.8209,0.621,0.8498,0.8808,0.7876,false
CHR-CLA-0079,Alchemist Labarna of Maurya Empire,classical_antiquity,Seleucid Empire,Near East / Central Asia,-680,-659,Scientific,catalyst,EVT-CLA-0079,0.5242,0.8341,0.7211,0.5582,0.8337,0.7815,0.7065,35,0.6117,0.5971,0.6544,1.0986,1.2033,1.151,false
CHR-CLA-0080,Master Sculptor Godfrey of Gupta Empire,classical_antiquity,Sasanian Empire,Persia,-754,-709,Cultural,catalyst,EVT-CLA-0080,0.5693,0.7,0.5051,0.7099,0.903,0.564,0.7794,17,0.4271,0.6533,0.6483,1.0967,1.2012,1.1489,false
CHR-CLA-0081,Poet Laureate Harun of Achaemenid Empire,classical_antiquity,Achaemenid Empire,Persia / Near East,-259,-244,Cultural,architect,EVT-CLA-0081,0.8354,0.6052,0.7179,0.8297,0.7238,0.2886,0.7669,145,0.2294,0.808,0.6033,0.8454,0.8763,0.7835,false
CHR-CLA-0082,Imam Otto of Sasanian Empire,classical_antiquity,Kushan Empire,Central & South Asia,-221,-196,Religious,wildcard,EVT-CLA-0082,0.5776,0.5196,0.264,0.4659,0.2881,0.2212,0.461,52,0.3777,0.531,0.4682,0.9905,1.04,1.0895,false
CHR-CLA-0083,Strategos Constantine of Gupta Empire,classical_antiquity,Qin & Han Dynasties,East Asia,-183,-156,Military,disruptor,EVT-CLA-0083,0.6004,0.7273,0.3725,0.3988,0.7745,0.6755,0.7257,23,0.6383,0.6505,0.6784,1.2115,1.25,1.25,false
CHR-CLA-0084,Chronicler Averroes of Gupta Empire,classical_antiquity,Kushan Empire,Central & South Asia,269,285,Cultural,disruptor,EVT-CLA-0084,0.8197,0.8005,0.3009,0.5779,0.9392,0.8931,0.7483,15,0.6576,0.7911,0.8031,1.25,1.25,1.25,true
CHR-CLA-0085,Treasurer Zhang of Roman Empire (Principate/Dominate),classical_antiquity,Classical Greece (Polis),Mediterranean,-24,-15,Economic,wildcard,EVT-CLA-0085,0.7873,0.523,0.283,0.3558,0.3767,0.5678,0.7489,67,0.606,0.7719,0.6332,1.04,1.092,1.144,false
CHR-CLA-0086,Hierophant Vikram of Roman Empire (Principate/Dominate),classical_antiquity,Kushan Empire,Central & South Asia,-172,-137,Religious,wildcard,EVT-CLA-0086,0.8148,0.3614,0.3778,0.6845,0.3331,0.6303,0.6772,17,0.4729,0.7598,0.582,1.0246,1.0758,1.1271,false
CHR-CLA-0087,Customs Director Tiglath of Qin & Han Dynasties,classical_antiquity,Kushan Empire,Central & South Asia,-55,-27,Economic,architect,EVT-CLA-0087,0.7424,0.7107,0.7113,0.7152,0.7328,0.2625,0.7627,70,0.2736,0.7505,0.599,0.8444,0.8752,0.7826,false
CHR-CLA-0088,Chronicler Godfrey of Kushan Empire,classical_antiquity,Parthian Empire,Persia,-561,-545,Cultural,catalyst,EVT-CLA-0088,0.6071,0.8193,0.7218,0.7244,0.8704,0.7053,0.8489,37,0.4904,0.7038,0.68,1.1067,1.2121,1.1594,false
CHR-CLA-0089,Alchemist Friedrich of Classical Greece (Polis),classical_antiquity,Seleucid Empire,Near East / Central Asia,31,55,Scientific,disruptor,EVT-CLA-0089,0.8158,0.7102,0.496,0.3941,0.9286,0.753,0.7703,42,0.6794,0.7976,0.759,1.2393,1.25,1.25,true
CHR-CLA-0090,Imam Hamilton of Kushan Empire,classical_antiquity,Achaemenid Empire,Persia / Near East,-621,-611,Religious,disruptor,EVT-CLA-0090,0.6332,0.8436,0.2387,0.3241,0.9265,0.8617,0.83,26,0.7688,0.7119,0.7875,1.2492,1.25,1.25,true
CHR-CLA-0091,Alchemist Baldwin of Sasanian Empire,classical_antiquity,Kushan Empire,Central & South Asia,-160,-144,Scientific,disruptor,EVT-CLA-0091,0.6309,0.598,0.4873,0.4603,0.7718,0.8328,0.9195,20,0.6863,0.7464,0.7043,1.2205,1.25,1.25,false
CHR-CLA-0092,Imam Enheduanna of Roman Empire (Principate/Dominate),classical_antiquity,Parthian Empire,Persia,-776,-752,Religious,stabilizer,EVT-CLA-0092,0.7527,0.7783,0.9297,0.6993,0.548,0.1536,0.4458,188,0.2272,0.6299,0.4991,0.8198,0.8498,0.7598,false
