character_id,name,epoch,civilization,region,active_year_start,active_year_end,primary_domain,historical_role,associated_event_id,power_index,network_centrality,legitimacy,rationality,charisma,ideological_extremity,momentum,duration_of_influence_months,actor_volatility,trigger_force,token_impact_score_tis,tim_foundation,tim_dynamics,tim_chaos,mule_clause_risk
CHR-MED-0011,Syndic Marshall of Abbasid Caliphate,medieval,Kamakura / Muromachi Japan,East Asia,525,564,Economic,disruptor,EVT-MED-0011,0.631,0.8172,0.4792,0.6281,0.7153,0.9451,0.9076,32,0.6585,0.7417,0.7362,1.2315,1.25,1.25,false
CHR-MED-0012,Marshal Colbert of Holy Roman Empire,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,566,585,Military,architect,EVT-MED-0012,0.8293,0.7296,0.7974,0.7401,0.575,0.3284,0.6406,146,0.2942,0.7538,0.5816,0.8401,0.8708,0.7786,false
CHR-MED-0013,Chronicler Hathor of Mongol Empire / Ilkhanate,medieval,Song Dynasty,East Asia,680,712,Cultural,wildcard,EVT-MED-0013,0.4458,0.6606,0.5268,0.5795,0.6891,0.4247,0.852,13,0.4226,0.6083,0.5738,1.0221,1.0732,1.1243,false
CHR-MED-0014,Hierophant Chen of Song Dynasty,medieval,Mongol Empire / Ilkhanate,Eurasian Steppe,1350,1369,Religious,disruptor,EVT-MED-0014,0.9242,0.837,0.3598,0.5842,0.9351,0.7351,0.8812,6,0.5755,0.907,0.8241,1.25,1.25,1.25,true
CHR-MED-0015,Chronicler Telepinu of Song Dynasty,medieval,Classic Maya & Postclassic,Mesoamerica,685,696,Cultural,disruptor,EVT-MED-0015,0.8002,0.711,0.491,0.3691,0.7148,0.9255,0.7967,35,0.7782,0.7988,0.7547,1.2379,1.25,1.25,true
CHR-MED-0016,Archon Narmer of Kamakura / Muromachi Japan,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,1134,1160,Political,catalyst,EVT-MED-0016,0.6898,0.7176,0.7057,0.6994,0.8235,0.7918,0.9013,60,0.5462,0.7744,0.702,1.1136,1.2197,1.1667,false
CHR-MED-0017,Strategos Otto of Kingdom of England,medieval,Classic Maya & Postclassic,Mesoamerica,1416,1431,Military,wildcard,EVT-MED-0017,0.4141,0.4858,0.369,0.407,0.7723,0.2807,0.571,59,0.4368,0.4769,0.5127,1.0038,1.054,1.1042,false
CHR-MED-0018,Treasurer Rimush of Abbasid Caliphate,medieval,Byzantine Empire,Eastern Mediterranean,1263,1308,Economic,disruptor,EVT-MED-0018,0.8457,0.7635,0.3094,0.6211,0.9147,0.7661,0.9306,35,0.5725,0.8796,0.8057,1.25,1.25,1.25,true
CHR-MED-0019,Rhetorician Samsi-Adad of Kingdom of England,medieval,Song Dynasty,East Asia,1237,1276,Cultural,stabilizer,EVT-MED-0019,0.7251,0.6907,0.796,0.7293,0.6859,0.2553,0.4669,115,0.263,0.6218,0.53,0.8274,0.8577,0.7668,false
CHR-MED-0020,Senator Mentuhotep of Tang Dynasty,medieval,Khmer Empire,Southeast Asia,572,612,Political,wildcard,EVT-MED-0020,0.8343,0.5572,0.4026,0.7473,0.2379,0.1766,0.7907,34,0.2146,0.8169,0.5453,1.0136,1.0643,1.115,false
CHR-MED-0021,Strategos Dara of Kamakura / Muromachi Japan,medieval,Kamakura / Muromachi Japan,East Asia,933,966,Military,architect,EVT-MED-0021,0.8536,0.8599,0.8793,0.9045,0.7249,0.2555,0.6123,138,0.1755,0.7571,0.5981,0.8441,0.875,0.7824,false
CHR-MED-0022,Synod Envoy Friedrich of Umayyad Caliphate (Al-Andalus),medieval,Mongol Empire / Ilkhanate,Eurasian Steppe,1301,1309,Religious,catalyst,EVT-MED-0022,0.5919,0.8373,0.5236,0.576,0.8967,0.5266,0.8195,12,0.4753,0.683,0.6788,1.1063,1.2117,1.159,false
CHR-MED-0023,Chamberlain Justinian of Classic Maya & Postclassic,medieval,Kievan Rus,Eastern Europe,747,771,Economic,stabilizer,EVT-MED-0023,0.826,0.6335,0.8967,0.8441,0.6609,0.162,0.5374,145,0.159,0.7106,0.5237,0.8258,0.856,0.7654,false
CHR-MED-0024,Syndic Narmer of Abbasid Caliphate,medieval,Classic Maya & Postclassic,Mesoamerica,1204,1230,Economic,catalyst,EVT-MED-0024,0.7336,0.8028,0.6523,0.5775,0.8432,0.7946,0.9224,38,0.6085,0.8091,0.7437,1.1268,1.2341,1.1804,false
CHR-MED-0025,Dramatist Sumner of Khmer Empire,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,1370,1404,Cultural,stabilizer,EVT-MED-0025,0.8015,0.6159,0.8295,0.7015,0.5189,0.3465,0.4408,216,0.3225,0.6572,0.5207,0.8251,0.8553,0.7647,false
CHR-MED-0026,Metallurgist Godfrey of Classic Maya & Postclassic,medieval,Mongol Empire / Ilkhanate,Eurasian Steppe,1444,1486,Scientific,architect,EVT-MED-0026,0.7976,0.7459,0.7393,0.849,0.7061,0.2219,0.7987,109,0.1865,0.7981,0.6039,0.8456,0.8765,0.7837,false
CHR-MED-0027,Senator Samsi-Adad of Khmer Empire,medieval,Chola Dynasty,South India,981,1021,Political,stabilizer,EVT-MED-0027,0.8151,0.7286,0.7539,0.8013,0.4849,0.1521,0.477,84,0.1754,0.6799,0.5147,0.8236,0.8538,0.7634,false
CHR-MED-0028,Senator Tariq of Byzantine Empire,medieval,Holy Roman Empire,Central Europe,670,710,Political,architect,EVT-MED-0028,0.8298,0.7582,0.7453,0.8478,0.6606,0.2657,0.6276,172,0.2089,0.7489,0.5873,0.8415,0.8723,0.7799,false
CHR-MED-0029,Strategos Sherman of Abbasid Caliphate,medieval,Mali Empire,West Africa,1167,1182,Military,stabilizer,EVT-MED-0029,0.588,0.6002,0.8604,0.8587,0.5257,0.3191,0.6552,134,0.2302,0.6149,0.4831,0.8158,0.8457,0.7561,false
CHR-MED-0030,Chamberlain Ibn-Sina of Chola Dynasty,medieval,Kievan Rus,Eastern Europe,936,980,Economic,stabilizer,EVT-MED-0030,0.7405,0.6049,0.8793,0.7085,0.4701,0.3091,0.6197,47,0.3003,0.6922,0.5123,0.823,0.8531,0.7628,false
CHR-MED-0031,Merchant Prince Wilhelm of Byzantine Empire,medieval,Holy Roman Empire,Central Europe,999,1008,Economic,catalyst,EVT-MED-0031,0.7696,0.853,0.6061,0.7173,0.8261,0.5017,0.71,53,0.3922,0.7457,0.6795,1.1066,1.2119,1.1592,false
CHR-MED-0032,Scribe Puduhepa of Umayyad Caliphate (Al-Andalus),medieval,Khmer Empire,Southeast Asia,800,828,Cultural,wildcard,EVT-MED-0032,0.6082,0.6111,0.2839,0.3306,0.2751,0.7012,0.463,43,0.6853,0.5501,0.5647,1.0194,1.0704,1.1213,false
CHR-MED-0033,Alchemist Li of Mali Empire,medieval,Chola Dynasty,South India,984,1010,Scientific,catalyst,EVT-MED-0033,0.6386,0.8965,0.472,0.6153,0.752,0.7074,0.8449,12,0.5461,0.7211,0.7118,1.1167,1.2231,1.1699,false
CHR-MED-0034,Geometer Seneb of Classic Maya & Postclassic,medieval,Mongol Empire / Ilkhanate,Eurasian Steppe,1238,1243,Scientific,architect,EVT-MED-0034,0.8646,0.6071,0.717,0.7537,0.603,0.2059,0.8136,118,0.2261,0.8442,0.5912,0.8424,0.8733,0.7808,false
CHR-MED-0035,Guild Master Friedrich of Kingdom of France,medieval,Abbasid Caliphate,Middle East,1089,1114,Economic,stabilizer,EVT-MED-0035,0.7159,0.736,0.7803,0.8143,0.6221,0.1534,0.5375,238,0.1695,0.6445,0.5176,0.8243,0.8545,0.764,false
CHR-MED-0036,Rhetorician Al-Mansur of Tang Dynasty,medieval,Byzantine Empire,Eastern Mediterranean,713,737,Cultural,disruptor,EVT-MED-0036,0.9396,0.7792,0.4041,0.5367,0.7883,0.7688,0.9492,31,0.616,0.9435,0.8105,1.25,1.25,1.25,true
CHR-MED-0037,Poet Laureate Talleyrand of Classic Maya & Postclassic,medieval,Chola Dynasty,South India,742,785,Cultural,stabilizer,EVT-MED-0037,0.6698,0.7556,0.8962,0.8946,0.5225,0.2713,0.5534,78,0.1883,0.6233,0.4985,0.8196,0.8496,0.7597,false
CHR-MED-0038,Chancellor Eleanor of Mongol Empire / Ilkhanate,medieval,Kingdom of France,Western Europe,1097,1104,Political,architect,EVT-MED-0038,0.8558,0.7185,0.7706,0.7099,0.6165,0.2075,0.7211,95,0.2488,0.8019,0.5909,0.8424,0.8732,0.7807,false
CHR-MED-0039,Chancellor Chandra of Khmer Empire,medieval,Kingdom of France,Western Europe,803,833,Political,wildcard,EVT-MED-0039,0.7898,0.4695,0.1724,0.673,0.8184,0.3746,0.6866,37,0.3508,0.7485,0.6489,1.0447,1.0969,1.1491,false
CHR-MED-0040,Synod Envoy Averroes of Kamakura / Muromachi Japan,medieval,Kingdom of France,Western Europe,761,795,Religious,architect,EVT-MED-0040,0.8031,0.6006,0.8946,0.7304,0.7041,0.2862,0.6951,91,0.2779,0.7599,0.5677,0.8367,0.8673,0.7754,false
CHR-MED-0041,Customs Director Averroes of Chola Dynasty,medieval,Classic Maya & Postclassic,Mesoamerica,607,621,Economic,catalyst,EVT-MED-0041,0.5896,0.8126,0.4704,0.6877,0.8372,0.7812,0.7765,13,0.5468,0.6644,0.6971,1.1121,1.218,1.165,false
CHR-MED-0042,Marshal Khaldun of Abbasid Caliphate,medieval,Mali Empire,West Africa,1482,1500,Military,disruptor,EVT-MED-0042,0.7262,0.5521,0.3647,0.5864,0.7732,0.7149,0.7546,13,0.5643,0.7375,0.685,1.2138,1.25,1.25,false
CHR-MED-0043,Merchant Prince Hattusili of Byzantine Empire,medieval,Kingdom of England,British Isles,922,939,Economic,wildcard,EVT-MED-0043,0.8243,0.3673,0.5594,0.2584,0.6092,0.229,0.6443,35,0.4853,0.7523,0.5647,1.0194,1.0704,1.1213,false
CHR-MED-0044,Admiral Labarna of Umayyad Caliphate (Al-Andalus),medieval,Kingdom of France,Western Europe,555,589,Military,stabilizer,EVT-MED-0044,0.7678,0.7988,0.9225,0.6937,0.6839,0.1847,0.648,186,0.2455,0.7199,0.5623,0.8353,0.8659,0.7742,false
CHR-MED-0045,Hierophant Eleanor of Mongol Empire / Ilkhanate,medieval,Kievan Rus,Eastern Europe,991,1009,Religious,wildcard,EVT-MED-0045,0.4386,0.4376,0.3729,0.2692,0.7223,0.265,0.7706,54,0.4979,0.5714,0.5382,1.0115,1.062,1.1126,false
CHR-MED-0046,Master Sculptor Mirabeau of Mongol Empire / Ilkhanate,medieval,Kamakura / Muromachi Japan,East Asia,650,673,Cultural,wildcard,EVT-MED-0046,0.7521,0.4438,0.6214,0.2329,0.4047,0.1956,0.473,41,0.4814,0.6405,0.4918,0.9975,1.0474,1.0973,false
CHR-MED-0047,Viceroy Suppiluliuma of Mongol Empire / Ilkhanate,medieval,Tang Dynasty,East Asia,504,533,Political,architect,EVT-MED-0047,0.6869,0.6499,0.7528,0.8374,0.5988,0.2367,0.7356,61,0.1997,0.7064,0.5377,0.8293,0.8596,0.7686,false
CHR-MED-0048,Metallurgist Samudra of Song Dynasty,medieval,Mali Empire,West Africa,940,948,Scientific,stabilizer,EVT-MED-0048,0.6058,0.772,0.8096,0.697,0.6788,0.3064,0.4735,122,0.3047,0.5529,0.5202,0.825,0.8552,0.7646,false
CHR-MED-0049,Warlord Telepinu of Kievan Rus,medieval,Khmer Empire,Southeast Asia,583,604,Military,catalyst,EVT-MED-0049,0.7482,0.8428,0.5876,0.7196,0.8181,0.4938,0.9138,49,0.3871,0.8145,0.7026,1.1138,1.2199,1.1669,false
CHR-MED-0050,Abbess Wilhelm of Mali Empire,medieval,Chola Dynasty,South India,1046,1053,Religious,catalyst,EVT-MED-0050,0.5504,0.8591,0.6854,0.6793,0.7315,0.6336,0.8263,41,0.4771,0.6608,0.6427,1.0949,1.1992,1.1471,false
CHR-MED-0051,Pontiff Colbert of Classic Maya & Postclassic,medieval,Byzantine Empire,Eastern Mediterranean,826,866,Religious,wildcard,EVT-MED-0051,0.5605,0.8342,0.3633,0.6241,0.2009,0.5354,0.8348,35,0.4557,0.6702,0.5834,1.025,1.0763,1.1275,false
CHR-MED-0052,Master Sculptor Mazarin of Mongol Empire / Ilkhanate,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,1035,1068,Cultural,stabilizer,EVT-MED-0052,0.7841,0.5601,0.8566,0.6983,0.6651,0.3457,0.4507,171,0.3237,0.6508,0.5287,0.8271,0.8573,0.7665,false
CHR-MED-0053,Minister Telepinu of Mongol Empire / Ilkhanate,medieval,Holy Roman Empire,Central Europe,1275,1319,Political,disruptor,EVT-MED-0053,0.8371,0.7248,0.3043,0.6258,0.9208,0.9178,0.7424,43,0.646,0.7992,0.7934,1.25,1.25,1.25,true
CHR-MED-0054,Dramatist Rimush of Mali Empire,medieval,Kievan Rus,Eastern Europe,1421,1434,Cultural,stabilizer,EVT-MED-0054,0.6704,0.6488,0.7908,0.7579,0.5289,0.2857,0.5185,163,0.2639,0.6097,0.4979,0.8195,0.8495,0.7595,false
CHR-MED-0055,Mint Overseer Al-Mansur of Classic Maya & Postclassic,medieval,Kingdom of England,British Isles,1436,1466,Economic,disruptor,EVT-MED-0055,0.7148,0.8334,0.3209,0.6272,0.8762,0.747,0.9565,46,0.5599,0.8115,0.7772,1.2456,1.25,1.25,true
CHR-MED-0056,Abbess Narmer of Kamakura / Muromachi Japan,medieval,Kingdom of France,Western Europe,1191,1223,Religious,catalyst,EVT-MED-0056,0.7932,0.667,0.7487,0.6028,0.769,0.466,0.7968,54,0.4316,0.7947,0.6481,1.0967,1.2011,1.1489,false
CHR-MED-0057,High Priest Al-Mansur of Holy Roman Empire,medieval,Kievan Rus,Eastern Europe,1261,1292,Religious,wildcard,EVT-MED-0057,0.5669,0.6661,0.2827,0.437,0.8035,0.696,0.8615,5,0.6295,0.6847,0.6957,1.0587,1.1116,1.1646,false
CHR-MED-0058,Alchemist Samsi-Adad of Abbasid Caliphate,medieval,Kievan Rus,Eastern Europe,769,779,Scientific,catalyst,EVT-MED-0058,0.5321,0.8619,0.5867,0.7121,0.7611,0.4599,0.7539,20,0.3739,0.6208,0.6143,1.086,1.1894,1.1377,false
CHR-MED-0059,Rhetorician Kautilya of Kievan Rus,medieval,Classic Maya & Postclassic,Mesoamerica,1147,1181,Cultural,catalyst,EVT-MED-0059,0.607,0.9008,0.531,0.5809,0.914,0.7881,0.7565,51,0.6036,0.6668,0.7235,1.1204,1.2271,1.1738,false
CHR-MED-0060,Strategos Solon of Khmer Empire,medieval,Kingdom of England,British Isles,1021,1044,Military,wildcard,EVT-MED-0060,0.4328,0.7581,0.2798,0.7495,0.633,0.5029,0.8713,52,0.3767,0.6082,0.6075,1.0323,1.0839,1.1355,false
CHR-MED-0061,Chronicler Talleyrand of Umayyad Caliphate (Al-Andalus),medieval,Song Dynasty,East Asia,954,976,Cultural,disruptor,EVT-MED-0061,0.7915,0.7123,0.4051,0.3545,0.8418,0.7552,0.7693,25,0.7003,0.7826,0.7514,1.2367,1.25,1.25,true
CHR-MED-0062,Dramatist Sun of Classic Maya & Postclassic,medieval,Kingdom of France,Western Europe,1291,1311,Cultural,wildcard,EVT-MED-0062,0.6841,0.8145,0.4479,0.2833,0.8221,0.2023,0.6837,5,0.4595,0.684,0.6405,1.0421,1.0942,1.1464,false
CHR-MED-0063,Abbess Godfrey of Holy Roman Empire,medieval,Byzantine Empire,Eastern Mediterranean,987,1001,Religious,catalyst,EVT-MED-0063,0.7455,0.9051,0.4963,0.6427,0.7307,0.5088,0.7166,32,0.433,0.734,0.6838,1.1079,1.2134,1.1607,false
CHR-MED-0064,Hierophant Telepinu of Tang Dynasty,medieval,Abbasid Caliphate,Middle East,1369,1399,Religious,disruptor,EVT-MED-0064,0.9301,0.6435,0.2695,0.581,0.7404,0.6823,0.7347,9,0.5506,0.8519,0.7467,1.2351,1.25,1.25,false
CHR-MED-0065,High Priest Telepinu of Kievan Rus,medieval,Khmer Empire,Southeast Asia,1014,1039,Religious,wildcard,EVT-MED-0065,0.5843,0.7192,0.3496,0.3603,0.2356,0.4428,0.4079,46,0.5412,0.5138,0.5139,1.0042,1.0544,1.1046,false
CHR-MED-0066,Imam Al-Mansur of Kamakura / Muromachi Japan,medieval,Kamakura / Muromachi Japan,East Asia,504,537,Religious,wildcard,EVT-MED-0066,0.4514,0.3814,0.1522,0.4582,0.3416,0.6648,0.5699,19,0.6033,0.4988,0.5184,1.0055,1.0558,1.1061,false
CHR-MED-0067,Warlord Colbert of Mongol Empire / Ilkhanate,medieval,Kievan Rus,Eastern Europe,1247,1271,Military,stabilizer,EVT-MED-0067,0.6618,0.6246,0.8086,0.6965,0.4986,0.3195,0.4525,107,0.3115,0.5781,0.484,0.8161,0.8459,0.7564,false
CHR-MED-0068,Warlord Vikram of Classic Maya & Postclassic,medieval,Mali Empire,West Africa,1353,1360,Military,architect,EVT-MED-0068,0.7953,0.6575,0.7203,0.8661,0.7498,0.4114,0.6235,52,0.2727,0.7266,0.5998,0.8446,0.8755,0.7828,false
CHR-MED-0069,Vizier Samudra of Abbasid Caliphate,medieval,Holy Roman Empire,Central Europe,1361,1378,Political,catalyst,EVT-MED-0069,0.5321,0.7717,0.5379,0.6293,0.926,0.4662,0.8631,25,0.4184,0.6645,0.6518,1.0978,1.2024,1.1501,false
CHR-MED-0070,Pontiff Justinian of Umayyad Caliphate (Al-Andalus),medieval,Tang Dynasty,East Asia,1101,1109,Religious,disruptor,EVT-MED-0070,0.7114,0.7351,0.4517,0.5192,0.8947,0.691,0.8831,9,0.5859,0.7801,0.7373,1.2319,1.25,1.25,false
CHR-MED-0071,Dramatist Song of Song Dynasty,medieval,Kamakura / Muromachi Japan,East Asia,1477,1482,Cultural,wildcard,EVT-MED-0071,0.8344,0.6187,0.5322,0.6418,0.4709,0.3267,0.6701,36,0.3424,0.7686,0.5863,1.0259,1.0772,1.1285,false
CHR-MED-0072,Legate Solon of Mali Empire,medieval,Classic Maya & Postclassic,Mesoamerica,1325,1368,Military,architect,EVT-MED-0072,0.6743,0.8273,0.8006,0.9104,0.584,0.181,0.6412,87,0.1353,0.6611,0.528,0.8269,0.8571,0.7664,false
CHR-MED-0073,Hierophant Rimush of Kamakura / Muromachi Japan,medieval,Holy Roman Empire,Central Europe,1175,1201,Religious,catalyst,EVT-MED-0073,0.5941,0.7623,0.6809,0.5613,0.9143,0.6418,0.8851,31,0.5403,0.7105,0.6829,1.1076,1.2131,1.1604,false
CHR-MED-0074,Customs Director Chen of Mongol Empire / Ilkhanate,medieval,Holy Roman Empire,Central Europe,1091,1128,Economic,catalyst,EVT-MED-0074,0.5252,0.7826,0.7216,0.7647,0.8825,0.6789,0.9338,16,0.4571,0.6887,0.6626,1.1012,1.2061,1.1536,false
CHR-MED-0075,Rhetorician Sumner of Abbasid Caliphate,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,1472,1500,Cultural,disruptor,EVT-MED-0075,0.8243,0.661,0.4335,0.394,0.7234,0.8785,0.7986,44,0.7423,0.814,0.7522,1.237,1.25,1.25,true
CHR-MED-0076,Hierophant Nizam of Classic Maya & Postclassic,medieval,Kievan Rus,Eastern Europe,898,928,Religious,stabilizer,EVT-MED-0076,0.6038,0.5726,0.9395,0.855,0.4694,0.1311,0.4758,122,0.138,0.5526,0.4116,0.7982,0.8275,0.75,false
CHR-MED-0077,Guild Master Bradford of Chola Dynasty,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,871,881,Economic,disruptor,EVT-MED-0077,0.863,0.6951,0.2828,0.433,0.9267,0.7962,0.748,14,0.6816,0.817,0.7907,1.25,1.25,1.25,true
CHR-MED-0078,Prefect Nizam of Mongol Empire / Ilkhanate,medieval,Holy Roman Empire,Central Europe,704,723,Political,wildcard,EVT-MED-0078,0.6495,0.6031,0.5514,0.7665,0.4075,0.7894,0.8308,9,0.5115,0.722,0.6135,1.0341,1.0858,1.1375,false
CHR-MED-0079,Treasurer Zhang of Kamakura / Muromachi Japan,medieval,Holy Roman Empire,Central Europe,1278,1304,Economic,catalyst,EVT-MED-0079,0.5149,0.6806,0.6907,0.6939,0.9166,0.4794,0.9399,57,0.3927,0.6849,0.6274,1.0901,1.194,1.1421,false
CHR-MED-0080,Arch-Engineer Sumner of Mali Empire,medieval,Holy Roman Empire,Central Europe,915,950,Scientific,disruptor,EVT-MED-0080,0.695,0.5529,0.349,0.6241,0.7418,0.8725,0.8002,12,0.6242,0.7371,0.7028,1.22,1.25,1.25,false
CHR-MED-0081,Alchemist Aurelius of Kingdom of France,medieval,Chola Dynasty,South India,1106,1124,Scientific,disruptor,EVT-MED-0081,0.7835,0.5167,0.3627,0.464,0.7842,0.8532,0.9098,12,0.6946,0.834,0.746,1.2349,1.25,1.25,false
CHR-MED-0082,Minister Narmer of Abbasid Caliphate,medieval,Chola Dynasty,South India,1398,1423,Political,wildcard,EVT-MED-0082,0.8714,0.8263,0.5323,0.446,0.3196,0.7039,0.5147,9,0.6289,0.7287,0.647,1.0441,1.0963,1.1485,false
CHR-MED-0083,Syndic Kheti of Kamakura / Muromachi Japan,medieval,Song Dynasty,East Asia,1183,1224,Economic,stabilizer,EVT-MED-0083,0.7858,0.7491,0.7701,0.7411,0.595,0.1562,0.472,84,0.2076,0.6603,0.5282,0.8269,0.8572,0.7664,false
CHR-MED-0084,Hierophant Naram-Sin of Kamakura / Muromachi Japan,medieval,Song Dynasty,East Asia,1482,1494,Religious,architect,EVT-MED-0084,0.8199,0.6992,0.7101,0.7513,0.7131,0.203,0.561,139,0.2258,0.7163,0.5728,0.8379,0.8686,0.7766,false
CHR-MED-0085,Legate Al-Mansur of Kingdom of England,medieval,Tang Dynasty,East Asia,815,841,Military,stabilizer,EVT-MED-0085,0.8269,0.6275,0.8333,0.8544,0.61,0.1617,0.4333,36,0.1536,0.6695,0.5056,0.8214,0.8514,0.7613,false
CHR-MED-0086,Guild Master Franklin of Chola Dynasty,medieval,Classic Maya & Postclassic,Mesoamerica,939,954,Economic,architect,EVT-MED-0086,0.6566,0.6883,0.8163,0.7782,0.5331,0.2916,0.6081,81,0.2567,0.6372,0.5118,0.8229,0.853,0.7627,false
CHR-MED-0087,Minister Hathor of Byzantine Empire,medieval,Mali Empire,West Africa,739,758,Political,catalyst,EVT-MED-0087,0.7287,0.6651,0.6382,0.7264,0.8119,0.5098,0.7119,43,0.3917,0.722,0.6368,1.0931,1.1972,1.1452,false
CHR-MED-0088,Centurion Heinrich of Classic Maya & Postclassic,medieval,Song Dynasty,East Asia,977,984,Military,wildcard,EVT-MED-0088,0.6004,0.5053,0.4173,0.7286,0.3964,0.3809,0.4763,46,0.3261,0.5508,0.4858,0.9957,1.0455,1.0953,false
CHR-MED-0089,Dramatist Hathor of Kamakura / Muromachi Japan,medieval,Umayyad Caliphate (Al-Andalus),Iberia / North Africa,1151,1174,Cultural,wildcard,EVT-MED-0089,0.6367,0.3583,0.4654,0.2744,0.5709,0.3694,0.738,53,0.5475,0.6773,0.5544,1.0163,1.0671,1.118,false
CHR-MED-0090,Archon Godfrey of Chola Dynasty,medieval,Byzantine Empire,Eastern Mediterranean,1279,1320,Political,architect,EVT-MED-0090,0.8143,0.6924,0.8287,0.7121,0.5529,0.222,0.6058,102,0.2549,0.7309,0.5461,0.8313,0.8617,0.7705,false
CHR-MED-0091,Senator Saladin of Abbasid Caliphate,medieval,Kingdom of England,British Isles,727,761,Political,disruptor,EVT-MED-0091,0.6282,0.7416,0.4795,0.627,0.8732,0.8187,0.8587,15,0.5959,0.7204,0.7216,1.2264,1.25,1.25,false
CHR-MED-0092,Poet Laureate Sherman of Mongol Empire / Ilkhanate,medieval,Classic Maya & Postclassic,Mesoamerica,986,1024,Cultural,stabilizer,EVT-MED-0092,0.6004,0.77,0.7369,0.738,0.5706,0.3445,0.5912,127,0.3033,0.5967,0.531,0.8276,0.8579,0.7671,false
CHR-MED-0093,Arch-Engineer Godfrey of Khmer Empire,medieval,Tang Dynasty,East Asia,556,561,Scientific,disruptor,EVT-MED-0093,0.6011,0.5317,0.2121,0.4492,0.7335,0.841,0.789,28,0.6959,0.6763,0.6909,1.2159,1.25,1.25,false
CHR-MED-0094,Philosopher Dara of Classic Maya & Postclassic,medieval,Mali Empire,West Africa,674,715,Cultural,catalyst,EVT-MED-0094,0.7589,0.9152,0.4847,0.5576,0.8842,0.6753,0.9019,24,0.5588,0.8161,0.7699,1.135,1.2431,1.1891,true
