character_id,name,epoch,civilization,region,active_year_start,active_year_end,primary_domain,historical_role,associated_event_id,power_index,network_centrality,legitimacy,rationality,charisma,ideological_extremity,momentum,duration_of_influence_months,actor_volatility,trigger_force,token_impact_score_tis,tim_foundation,tim_dynamics,tim_chaos,mule_clause_risk
CHR-BRO-0021,High Priest Franklin of Indus Valley (Late),bronze_and_iron_age,Elamite Empire,Ancient Iran,-1414,-1388,Religious,architect,EVT-BRO-0021,0.8531,0.6737,0.8898,0.8031,0.7624,0.2944,0.6357,88,0.2456,0.7662,0.5891,0.8419,0.8727,0.7803,false
CHR-BRO-0022,Rhetorician Heinrich of Assyrian Empire,bronze_and_iron_age,Ancient Egypt,North Africa / Nile,-1105,-1062,Cultural,wildcard,EVT-BRO-0022,0.7836,0.501,0.5343,0.6108,0.6543,0.6629,0.4721,61,0.526,0.659,0.6055,1.0316,1.0832,1.1348,false
CHR-BRO-0023,Treasurer Dara of Vedic Kingdoms,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-2675,-2668,Economic,stabilizer,EVT-BRO-0023,0.5947,0.5961,0.7356,0.7166,0.6955,0.2955,0.5187,173,0.2895,0.5643,0.5052,0.8213,0.8513,0.7612,false
CHR-BRO-0024,General Hathor of Elamite Empire,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-1904,-1898,Military,stabilizer,EVT-BRO-0024,0.6456,0.6646,0.7489,0.7875,0.6934,0.1636,0.42,190,0.188,0.5553,0.4884,0.8171,0.847,0.7573,false
CHR-BRO-0025,Centurion Averroes of Minoan Civilization,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-2938,-2933,Military,stabilizer,EVT-BRO-0025,0.7314,0.7882,0.9129,0.8831,0.5531,0.2025,0.4695,161,0.1597,0.6266,0.4994,0.8199,0.8498,0.7599,false
CHR-BRO-0026,Legate Qian of Minoan Civilization,bronze_and_iron_age,Vedic Kingdoms,South Asia,-2713,-2686,Military,stabilizer,EVT-BRO-0026,0.6197,0.7604,0.7957,0.9,0.6754,0.2013,0.4493,45,0.1506,0.5515,0.4933,0.8184,0.8483,0.7585,false
CHR-BRO-0027,Treasurer Belisarius of Minoan Civilization,bronze_and_iron_age,Assyrian Empire,Near East,-2815,-2798,Economic,architect,EVT-BRO-0027,0.7483,0.7978,0.7599,0.7155,0.562,0.1945,0.8059,135,0.2395,0.7714,0.5793,0.8395,0.8702,0.7781,false
CHR-BRO-0028,Customs Director Bradford of Phoenician City-States,bronze_and_iron_age,Mycenaean Greece,Aegean,-3054,-3025,Economic,wildcard,EVT-BRO-0028,0.4556,0.649,0.3731,0.722,0.6163,0.2906,0.5711,48,0.2843,0.5018,0.5095,1.0029,1.053,1.1031,false
CHR-BRO-0029,Rhetorician Nizam of Hittite Empire,bronze_and_iron_age,Elamite Empire,Ancient Iran,-1884,-1845,Cultural,wildcard,EVT-BRO-0029,0.4676,0.3999,0.2852,0.248,0.3493,0.4707,0.7171,63,0.6113,0.5674,0.5165,1.005,1.0552,1.1055,false
CHR-BRO-0030,Viceroy Nizam of Ancient Egypt,bronze_and_iron_age,Sumer & Akkad,Mesopotamia,-1414,-1400,Political,disruptor,EVT-BRO-0030,0.7207,0.6365,0.2036,0.614,0.7436,0.7924,0.8179,44,0.5892,0.7596,0.7277,1.2285,1.25,1.25,false
CHR-BRO-0031,Scribe Eleanor of Hittite Empire,bronze_and_iron_age,Phoenician City-States,Levant,-971,-954,Cultural,architect,EVT-BRO-0031,0.6831,0.685,0.8694,0.8242,0.5242,0.4356,0.6501,75,0.3057,0.6699,0.5369,0.8291,0.8594,0.7684,false
CHR-BRO-0032,Warlord Chandra of Elamite Empire,bronze_and_iron_age,Babylonia,Mesopotamia,-2104,-2083,Military,catalyst,EVT-BRO-0032,0.7035,0.7567,0.6787,0.779,0.7929,0.6887,0.7393,34,0.4549,0.7179,0.6657,1.1022,1.2072,1.1547,false
CHR-BRO-0033,Physician Samudra of Sumer & Akkad,bronze_and_iron_age,Mycenaean Greece,Aegean,-2153,-2134,Scientific,wildcard,EVT-BRO-0033,0.4763,0.3514,0.373,0.3659,0.3749,0.6123,0.4877,57,0.6232,0.4809,0.4874,0.9962,1.046,1.0959,false
CHR-BRO-0034,Chamberlain Enheduanna of Babylonia,bronze_and_iron_age,Babylonia,Mesopotamia,-1539,-1497,Economic,stabilizer,EVT-BRO-0034,0.6746,0.6269,0.902,0.7366,0.6274,0.1424,0.499,139,0.2029,0.6043,0.476,0.8141,0.8439,0.7545,false
CHR-BRO-0035,Governor Hammurabi of Babylonia,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-1900,-1876,Political,wildcard,EVT-BRO-0035,0.7154,0.5495,0.4868,0.266,0.2536,0.5039,0.409,21,0.619,0.5928,0.5243,1.0073,1.0576,1.108,false
CHR-BRO-0036,Merchant Prince Tiglath of Indus Valley (Late),bronze_and_iron_age,Sumer & Akkad,Mesopotamia,-1955,-1930,Economic,catalyst,EVT-BRO-0036,0.6381,0.7406,0.4837,0.7547,0.9089,0.7157,0.8617,36,0.4805,0.7276,0.7075,1.1153,1.2216,1.1685,false
CHR-BRO-0037,Synod Envoy Kheti of Shang Dynasty,bronze_and_iron_age,Ancient Egypt,North Africa / Nile,-2502,-2493,Religious,stabilizer,EVT-BRO-0037,0.7257,0.6023,0.9263,0.7019,0.6151,0.1555,0.6302,76,0.2268,0.6875,0.5042,0.821,0.8511,0.7609,false
CHR-BRO-0038,Rhetorician Wu of Hittite Empire,bronze_and_iron_age,Ancient Egypt,North Africa / Nile,-2271,-2237,Cultural,architect,EVT-BRO-0038,0.7586,0.6573,0.7298,0.7547,0.7658,0.3076,0.7592,75,0.2765,0.7589,0.6024,0.8452,0.8761,0.7834,false
CHR-BRO-0039,Philosopher Aurelius of Kingdom of Kush (Kerma/Napata),bronze_and_iron_age,Phoenician City-States,Levant,-2929,-2903,Cultural,catalyst,EVT-BRO-0039,0.641,0.8297,0.6633,0.6464,0.9417,0.4653,0.8115,34,0.4094,0.7092,0.6688,1.1032,1.2082,1.1557,false
CHR-BRO-0040,Polymath Tariq of Kingdom of Kush (Kerma/Napata),bronze_and_iron_age,Shang Dynasty,East Asia,-2650,-2641,Scientific,disruptor,EVT-BRO-0040,0.7268,0.5541,0.354,0.5931,0.7549,0.8924,0.7823,18,0.6496,0.749,0.7142,1.2239,1.25,1.25,false
CHR-BRO-0041,Poet Laureate Hathor of Shang Dynasty,bronze_and_iron_age,Phoenician City-States,Levant,-1115,-1072,Cultural,disruptor,EVT-BRO-0041,0.7656,0.6808,0.4545,0.4472,0.8958,0.7633,0.906,16,0.658,0.8218,0.7605,1.2399,1.25,1.25,true
CHR-BRO-0042,Commander Naram-Sin of Kingdom of Kush (Kerma/Napata),bronze_and_iron_age,Hittite Empire,Anatolia,-2224,-2218,Military,architect,EVT-BRO-0042,0.9174,0.8636,0.8764,0.758,0.6641,0.2073,0.7349,26,0.2247,0.8444,0.6243,0.8506,0.8817,0.7883,false
CHR-BRO-0043,Syndic Mentuhotep of Western Zhou Dynasty,bronze_and_iron_age,Sumer & Akkad,Mesopotamia,-815,-800,Economic,architect,EVT-BRO-0043,0.7457,0.6073,0.8576,0.7999,0.7061,0.2137,0.6947,49,0.2069,0.7253,0.5439,0.8308,0.8612,0.77,false
CHR-BRO-0044,Master Sculptor Justinian of Minoan Civilization,bronze_and_iron_age,Babylonia,Mesopotamia,-1373,-1337,Cultural,disruptor,EVT-BRO-0044,0.7898,0.793,0.2573,0.4298,0.9076,0.7863,0.8543,32,0.6783,0.8156,0.8014,1.25,1.25,1.25,true
CHR-BRO-0045,Philosopher Labarna of Western Zhou Dynasty,bronze_and_iron_age,Elamite Empire,Ancient Iran,-2463,-2421,Cultural,catalyst,EVT-BRO-0045,0.6215,0.9128,0.4701,0.601,0.7816,0.4568,0.816,23,0.4279,0.6993,0.6734,1.1046,1.2098,1.1572,false
CHR-BRO-0046,Minister Marshall of Phoenician City-States,bronze_and_iron_age,Shang Dynasty,East Asia,-1727,-1703,Political,catalyst,EVT-BRO-0046,0.7731,0.8197,0.6785,0.769,0.8493,0.7071,0.7831,35,0.469,0.7771,0.7109,1.1164,1.2227,1.1696,false
CHR-BRO-0047,Scribe Mazarin of Elamite Empire,bronze_and_iron_age,Indus Valley (Late),South Asia,-886,-869,Cultural,catalyst,EVT-BRO-0047,0.6354,0.8265,0.6292,0.648,0.8702,0.6467,0.7737,54,0.4993,0.6907,0.6811,1.107,1.2125,1.1598,false
CHR-BRO-0048,Chamberlain Tariq of Ancient Egypt,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-1596,-1583,Economic,disruptor,EVT-BRO-0048,0.7175,0.7166,0.4448,0.3793,0.755,0.8223,0.8305,27,0.7215,0.7627,0.7346,1.2309,1.25,1.25,false
CHR-BRO-0049,Cardinal Song of Babylonia,bronze_and_iron_age,Shang Dynasty,East Asia,-1304,-1285,Religious,wildcard,EVT-BRO-0049,0.8682,0.7886,0.2247,0.7671,0.8461,0.1625,0.7242,60,0.1977,0.8106,0.6844,1.0553,1.1081,1.1609,false
CHR-BRO-0050,Polymath Kheti of Shang Dynasty,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-2823,-2780,Scientific,disruptor,EVT-BRO-0050,0.9433,0.7192,0.2055,0.3905,0.7176,0.7619,0.7851,44,0.6857,0.88,0.7933,1.25,1.25,1.25,true
CHR-BRO-0051,Minister Nizam of Assyrian Empire,bronze_and_iron_age,Indus Valley (Late),South Asia,-1042,-1009,Political,stabilizer,EVT-BRO-0051,0.8363,0.7927,0.7371,0.8555,0.5052,0.2163,0.4288,91,0.1804,0.6733,0.534,0.8284,0.8587,0.7678,false
CHR-BRO-0052,Guild Master Zhao of Sumer & Akkad,bronze_and_iron_age,Western Zhou Dynasty,East Asia,-1646,-1622,Economic,stabilizer,EVT-BRO-0052,0.6764,0.7963,0.7307,0.7665,0.5017,0.1877,0.4282,95,0.2106,0.5771,0.4948,0.8187,0.8487,0.7588,false
CHR-BRO-0053,Treasurer Averroes of Sumer & Akkad,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-965,-926,Economic,catalyst,EVT-BRO-0053,0.5223,0.8595,0.627,0.5828,0.7411,0.6466,0.7527,51,0.5319,0.6144,0.6387,1.0937,1.1979,1.1458,false
CHR-BRO-0054,Patriarch Valdemar of Phoenician City-States,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-2410,-2383,Religious,stabilizer,EVT-BRO-0054,0.7452,0.6862,0.7407,0.7235,0.5881,0.1817,0.4626,175,0.2291,0.6322,0.5138,0.8234,0.8535,0.7632,false
CHR-BRO-0055,Viceroy Hamilton of Indus Valley (Late),bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-897,-883,Political,wildcard,EVT-BRO-0055,0.6419,0.6752,0.4478,0.3682,0.3257,0.1563,0.6496,29,0.394,0.645,0.5183,1.0055,1.0558,1.106,false
CHR-BRO-0056,High Priest Mursili of Sumer & Akkad,bronze_and_iron_age,Elamite Empire,Ancient Iran,-1566,-1529,Religious,wildcard,EVT-BRO-0056,0.6353,0.6855,0.2039,0.3484,0.7575,0.8429,0.8339,37,0.7473,0.7147,0.739,1.0717,1.1253,1.1789,false
CHR-BRO-0057,General Kautilya of Minoan Civilization,bronze_and_iron_age,Western Zhou Dynasty,East Asia,-1917,-1906,Military,wildcard,EVT-BRO-0057,0.8781,0.5837,0.3514,0.5906,0.8113,0.2124,0.5986,26,0.3109,0.7663,0.6358,1.0407,1.0928,1.1448,false
CHR-BRO-0058,Warlord Ramesses of Phoenician City-States,bronze_and_iron_age,Indus Valley (Late),South Asia,-1388,-1354,Military,stabilizer,EVT-BRO-0058,0.6437,0.6112,0.8689,0.7467,0.6253,0.3317,0.4602,135,0.2925,0.5703,0.491,0.8178,0.8477,0.7579,false
CHR-BRO-0059,Senator Puduhepa of Minoan Civilization,bronze_and_iron_age,Hittite Empire,Anatolia,-1779,-1739,Political,stabilizer,EVT-BRO-0059,0.8039,0.7039,0.7969,0.864,0.594,0.326,0.4899,116,0.231,0.6783,0.5452,0.8311,0.8615,0.7703,false
CHR-BRO-0060,Governor Ramesses of Vedic Kingdoms,bronze_and_iron_age,Ancient Egypt,North Africa / Nile,-827,-800,Political,architect,EVT-BRO-0060,0.8634,0.7854,0.7235,0.7587,0.6372,0.2575,0.6578,161,0.2494,0.7811,0.6062,0.8461,0.8771,0.7842,false
CHR-BRO-0061,Master Sculptor Marshall of Mycenaean Greece,bronze_and_iron_age,Phoenician City-States,Levant,-1775,-1753,Cultural,architect,EVT-BRO-0061,0.6562,0.8798,0.7864,0.8226,0.5478,0.2579,0.7205,136,0.2177,0.6819,0.5552,0.8336,0.8641,0.7726,false
CHR-BRO-0062,General Valdemar of Hittite Empire,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-2371,-2365,Military,catalyst,EVT-BRO-0062,0.6896,0.8757,0.66,0.5914,0.8256,0.4785,0.8221,23,0.4435,0.7426,0.6771,1.1058,1.2111,1.1584,false
CHR-BRO-0063,Metallurgist Justinian of Elamite Empire,bronze_and_iron_age,Assyrian Empire,Near East,-2159,-2121,Scientific,stabilizer,EVT-BRO-0063,0.5899,0.5597,0.8047,0.829,0.6059,0.3254,0.5801,202,0.2482,0.586,0.4862,0.8166,0.8465,0.7569,false
CHR-BRO-0064,Pontiff Enheduanna of Ancient Egypt,bronze_and_iron_age,Babylonia,Mesopotamia,-2900,-2857,Religious,stabilizer,EVT-BRO-0064,0.7637,0.5985,0.9252,0.7296,0.6178,0.1342,0.5633,140,0.2023,0.6835,0.499,0.8198,0.8497,0.7598,false
CHR-BRO-0065,Astronomer Suppiluliuma of Indus Valley (Late),bronze_and_iron_age,Hittite Empire,Anatolia,-2151,-2108,Scientific,disruptor,EVT-BRO-0065,0.9314,0.7344,0.3298,0.3855,0.8654,0.6797,0.8695,31,0.6471,0.9066,0.8029,1.25,1.25,1.25,true
CHR-BRO-0066,Philosopher Richelieu of Sumer & Akkad,bronze_and_iron_age,Mycenaean Greece,Aegean,-2831,-2809,Cultural,wildcard,EVT-BRO-0066,0.7351,0.6897,0.359,0.6363,0.2118,0.676,0.7085,9,0.5199,0.7244,0.609,1.0327,1.0843,1.136,false
CHR-BRO-0067,Chancellor Vikram of Indus Valley (Late),bronze_and_iron_age,Hittite Empire,Anatolia,-2221,-2195,Political,catalyst,EVT-BRO-0067,0.6307,0.7427,0.6298,0.6109,0.9134,0.4722,0.8899,29,0.4306,0.7344,0.6669,1.1026,1.2076,1.1551,false
CHR-BRO-0068,Imam Marshall of Assyrian Empire,bronze_and_iron_age,Hittite Empire,Anatolia,-1542,-1517,Religious,wildcard,EVT-BRO-0068,0.7778,0.7258,0.2119,0.2892,0.3423,0.458,0.6784,50,0.5844,0.738,0.6395,1.0418,1.0939,1.146,false
CHR-BRO-0069,Polymath Wilhelm of Ancient Egypt,bronze_and_iron_age,Elamite Empire,Ancient Iran,-1803,-1788,Scientific,disruptor,EVT-BRO-0069,0.829,0.5093,0.4316,0.3732,0.836,0.8625,0.7972,40,0.7447,0.8163,0.7462,1.2349,1.25,1.25,false
CHR-BRO-0070,Arch-Engineer Nizam of Elamite Empire,bronze_and_iron_age,Babylonia,Mesopotamia,-1951,-1946,Scientific,disruptor,EVT-BRO-0070,0.848,0.6348,0.218,0.3512,0.9052,0.7046,0.7927,25,0.6767,0.8259,0.7782,1.246,1.25,1.25,true
CHR-BRO-0071,Arch-Engineer Adams of Elamite Empire,bronze_and_iron_age,Indus Valley (Late),South Asia,-1581,-1548,Scientific,catalyst,EVT-BRO-0071,0.6587,0.7045,0.5219,0.6217,0.946,0.7025,0.7817,60,0.5404,0.7079,0.7016,1.1135,1.2196,1.1665,false
CHR-BRO-0072,Warlord Rimush of Kingdom of Kush (Kerma/Napata),bronze_and_iron_age,Vedic Kingdoms,South Asia,-1366,-1334,Military,wildcard,EVT-BRO-0072,0.8399,0.3852,0.6117,0.386,0.3301,0.7085,0.7541,67,0.6612,0.8055,0.6062,1.0319,1.0834,1.135,false
CHR-BRO-0073,Imam Suppiluliuma of Mycenaean Greece,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-1202,-1188,Religious,catalyst,EVT-BRO-0073,0.6031,0.8842,0.5431,0.615,0.7652,0.6444,0.9226,33,0.5147,0.7309,0.6982,1.1124,1.2184,1.1654,false
CHR-BRO-0074,Warlord Samsi-Adad of Ancient Egypt,bronze_and_iron_age,Phoenician City-States,Levant,-2918,-2907,Military,catalyst,EVT-BRO-0074,0.5631,0.8697,0.6025,0.7067,0.8488,0.7558,0.8389,12,0.5246,0.6734,0.6922,1.1105,1.2163,1.1634,false
CHR-BRO-0075,Governor Cao of Minoan Civilization,bronze_and_iron_age,Kingdom of Kush (Kerma/Napata),Nubia,-1565,-1550,Political,catalyst,EVT-BRO-0075,0.5323,0.795,0.6909,0.7293,0.7324,0.6004,0.7277,59,0.4356,0.6105,0.6058,1.0833,1.1865,1.1349,false
CHR-BRO-0076,Physician Sumner of Western Zhou Dynasty,bronze_and_iron_age,Sumer & Akkad,Mesopotamia,-1844,-1800,Scientific,disruptor,EVT-BRO-0076,0.6585,0.5476,0.2772,0.3973,0.9331,0.8784,0.8819,7,0.7405,0.7479,0.7532,1.2374,1.25,1.25,true
CHR-BRO-0077,Prefect Averroes of Minoan Civilization,bronze_and_iron_age,Assyrian Empire,Near East,-2533,-2491,Political,disruptor,EVT-BRO-0077,0.7321,0.5841,0.292,0.5343,0.7626,0.7486,0.9338,42,0.6071,0.8128,0.7315,1.2299,1.25,1.25,false
CHR-BRO-0078,Scribe Qian of Western Zhou Dynasty,bronze_and_iron_age,Western Zhou Dynasty,East Asia,-1488,-1463,Cultural,catalyst,EVT-BRO-0078,0.7799,0.6702,0.6418,0.5814,0.7608,0.6522,0.8699,44,0.5354,0.8159,0.6947,1.1113,1.2172,1.1642,false
CHR-BRO-0079,Governor Cao of Phoenician City-States,bronze_and_iron_age,Elamite Empire,Ancient Iran,-2932,-2911,Political,disruptor,EVT-BRO-0079,0.6964,0.6827,0.2118,0.6103,0.7775,0.6507,0.7661,38,0.5202,0.7243,0.704,1.2204,1.25,1.25,false
CHR-BRO-0080,Customs Director Tiglath of Mycenaean Greece,bronze_and_iron_age,Assyrian Empire,Near East,-1875,-1866,Economic,architect,EVT-BRO-0080,0.9152,0.6513,0.697,0.8531,0.7753,0.2356,0.643,28,0.1913,0.8063,0.6122,0.8476,0.8786,0.7856,false
CHR-BRO-0081,Marshal Khaldun of Assyrian Empire,bronze_and_iron_age,Vedic Kingdoms,South Asia,-2838,-2807,Military,architect,EVT-BRO-0081,0.7841,0.724,0.686,0.8317,0.6637,0.4409,0.7962,129,0.3046,0.789,0.6296,0.8519,0.883,0.7895,false
CHR-BRO-0082,Viceroy Ashoka of Western Zhou Dynasty,bronze_and_iron_age,Phoenician City-States,Levant,-1990,-1946,Political,disruptor,EVT-BRO-0082,0.8558,0.6854,0.4027,0.4389,0.9164,0.7385,0.7686,31,0.6498,0.8209,0.7681,1.2425,1.25,1.25,true
CHR-BRO-0083,Marshal Belisarius of Ancient Egypt,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-1293,-1265,Military,disruptor,EVT-BRO-0083,0.7124,0.7028,0.5001,0.3447,0.7637,0.8007,0.9349,8,0.728,0.8014,0.7412,1.2332,1.25,1.25,false
CHR-BRO-0084,Archon Samsi-Adad of Vedic Kingdoms,bronze_and_iron_age,Babylonia,Mesopotamia,-2073,-2063,Political,catalyst,EVT-BRO-0084,0.8006,0.8384,0.4765,0.7154,0.759,0.5405,0.9051,23,0.4125,0.8424,0.7232,1.1203,1.227,1.1736,false
CHR-BRO-0085,High Priest Aurelius of Kingdom of Kush (Kerma/Napata),bronze_and_iron_age,Mycenaean Greece,Aegean,-874,-830,Religious,architect,EVT-BRO-0085,0.8138,0.6065,0.7133,0.8578,0.5922,0.3574,0.8041,138,0.2498,0.8099,0.5933,0.8429,0.8738,0.7813,false
CHR-BRO-0086,Archon Cao of Mycenaean Greece,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-1323,-1293,Political,architect,EVT-BRO-0086,0.6513,0.8207,0.8836,0.8104,0.5189,0.2546,0.7729,55,0.2221,0.6999,0.539,0.8296,0.8599,0.7689,false
CHR-BRO-0087,Metallurgist Franklin of Vedic Kingdoms,bronze_and_iron_age,Phoenician City-States,Levant,-836,-811,Scientific,wildcard,EVT-BRO-0087,0.7948,0.5411,0.6019,0.2458,0.6187,0.3203,0.8002,65,0.5373,0.7969,0.6183,1.0355,1.0873,1.139,false
CHR-BRO-0088,Hierophant Leonidas of Elamite Empire,bronze_and_iron_age,Minoan Civilization,Aegean / Crete,-2480,-2463,Religious,stabilizer,EVT-BRO-0088,0.8237,0.6538,0.7932,0.8073,0.5899,0.1877,0.5661,69,0.1902,0.7206,0.5359,0.8288,0.8591,0.7682,false
CHR-BRO-0089,Scribe Franklin of Hittite Empire,bronze_and_iron_age,Phoenician City-States,Levant,-1684,-1650,Cultural,architect,EVT-BRO-0089,0.8887,0.8182,0.7971,0.8853,0.742,0.4066,0.5981,44,0.2607,0.7725,0.6329,0.8527,0.8839,0.7903,false
